	Aspergillus oryzae	Aspergillus chevalieri	Fusarium poae	Saccharomycodes ludwigii	Malassezia restricta	Fusarium verticillioides	Aspergillus fumigatus	Candida albicans	Fusarium pseudograminearum	Scheffersomyces stipitis	Brettanomyces bruxellensis	Fusarium fujikuroi	Candida dubliniensis	Kluyveromyces lactis	Fusarium venenatum	Thermothelomyces thermophilus	Kazachstania africana	Naumovozyma dairenensis	Pyricularia oryzae	Yarrowia lipolytica	Colletotrichum higginsianum	Lachancea thermotolerans	Saccharomyces eubayanus	Fusarium graminearum	Candida orthopsilosis	Torulaspora delbrueckii	Schizosaccharomyces pombe	Cercospora beticola	Rhizoctonia solani	Sporisorium graminicola	Pochonia chlamydosporia	Cryptococcus neoformans	Zymoseptoria tritici	Naumovozyma castellii	Thermothielavioides terrestris	Aspergillus luchuensis	[Candida] glabrata	Tetrapisispora blattae	Saccharomyces paradoxus	Zygotorulaspora mrakii	Sugiyamaella lignohabitans	Kluyveromyces marxianus	Tetrapisispora phaffii	Pyricularia pennisetigena	Fusarium oxysporum	Pyricularia grisea	Aspergillus puulaauensis	Talaromyces rugulosus	Fusarium musae	Zygosaccharomyces rouxii	Debaryomyces hansenii	Pichia kudriavzevii	Botrytis cinerea	Ustilaginoidea virens	Saccharomyces cerevisiae	Marasmius oreades	Eremothecium cymbalariae	Neurospora crassa	Aspergillus flavus	Drechmeria coniospora
Plasma cells	2.215964433	1.92216239	1.94093498	1.543244891	1.414307111	1.501464738	1.265546746	1.64260645	1.743130202	1.061591522	1.380237769	1.313348905	1.176000507	1.099031486	0.500379226	1.293603705	0.862501103	1.032088732	0.782691802	0.676500438	0.011108237	0.314617669	0.311505572	0.425895138	-0.334841152	-0.196855582	2.013418268	1.854224076	1.62759357	2.601609936	2.372404132	2.522071833	0.289361599	1.29608637	0.925546392	1.568555778	1.368352333	0.914108474	1.075798434	1.359550768	1.484949393	3.184121249	2.537299002	2.87348705	2.666922341	2.679603232	2.508015065	1.692406218	1.77336626	1.996485474	1.680592398	1.861722174	2.049865284	2.217864431	1.96124758	1.913007823	2.457123427	2.215365222	1.980408814	2.107574729
B cells naive	2.046143141	2.187604131	3.057352758	-0.142685197	2.962906376	2.593666417	0.677203009	2.382711797	1.799006904	1.243823936	0.834072483	2.370050843	1.128153508	1.554505511	0.937245734	2.382381016	0.431327965	1.050709616	2.002986736	0.639371201	1.671241509	0.875886616	-0.041061793	0.388824797	-0.158948479	0.537244459	3.214641115	3.454508977	3.112188352	3.744166497	3.434490724	2.365970858	-1.269644015	1.065420829	0.978233492	1.351220811	1.656161618	1.785674519	0.57701773	1.336191429	2.376188208	4.702119828	4.060773388	3.519018326	5.629288568	2.274292551	3.816775718	2.077650798	1.936525432	2.679170747	1.582543496	2.427924521	1.098905533	2.411355376	2.095492638	1.537414508	3.608692707	2.057720631	1.766241855	2.005262305
Macrophages M2	-0.043571157	0.029932538	0.004642282	0.175409003	0.1762984	0.096954333	0.160219615	0.083496708	0.186716573	0.304164843	0.236709579	0.249709972	0.304114857	0.271809142	0.378167182	0.274756997	0.405455899	0.334306718	0.716351489	0.427518144	0.567134535	0.468279565	0.505087228	0.46589813	0.472382636	0.529151526	-0.143286669	-0.071984539	-0.0316549	-0.356703733	-0.215654526	-0.238184181	0.14572003	-0.01873475	0.112903657	-0.049956786	0.050423921	0.227402913	0.146624972	0.115343427	0.07174244	-0.35210865	-0.256611178	-0.308320247	-0.215242751	-0.219101563	-0.163562313	0.087401878	0.009429992	-0.074778944	0.035946269	-0.027227764	0.038038672	-0.049810517	-0.001458923	0.008226344	-0.077400746	-0.070112585	-0.021747142	-0.040583119
T cells gamma delta	-0.181717182	-0.100419023	-0.128208931	0.069123358	0.065902623	-0.014158275	0.047786347	-0.041930986	0.104737279	0.21811847	0.146756405	0.157864755	0.228699759	0.197755068	0.283365043	0.157473173	0.323242124	0.235393586	0.716510609	0.357874744	0.518914003	0.408916999	0.452298949	0.404754614	0.406583558	0.491092021	-0.304921345	-0.213130225	-0.175536893	-0.54477196	-0.38345186	-0.405905572	0.040669929	-0.152840217	-0.019788703	-0.149309801	-0.028140338	0.163967401	0.057698902	0.017853574	-0.031306349	-0.512948211	-0.400904282	-0.459012456	-0.346911926	-0.364179032	-0.276043629	0.00128928	-0.088115029	-0.207942978	-0.06944176	-0.146604721	-0.075466071	-0.173650125	-0.121313568	-0.103901916	-0.194651502	-0.181869332	-0.133032021	-0.155383834
Mast cells activated	0.600162546	0.615347184	0.628307328	0.492681425	0.57352851	0.523011888	0.627685692	0.651702535	0.158863229	0.432550997	0.367855511	0.412862403	0.277642642	0.265352664	0.711467335	0.7319959	0.484490643	0.607101421	-0.328690996	0.391778488	0.36856534	0.37893511	0.319066223	0.371334438	0.619485792	0.281933003	0.88269678	0.712356277	0.820446583	0.949665432	0.832331069	0.783701355	0.776805993	0.793334106	0.930940346	0.297509866	0.147515992	0.164257578	0.38915041	0.405340195	0.419429714	0.48273969	0.492394377	0.460396751	0.329203691	0.484245382	0.16539704	0.17380666	0.252825952	0.580832739	0.381749273	0.472976166	0.387257497	0.426607214	0.466044872	0.390886118	0.275412307	0.274090839	0.349894219	0.351070338
T cells CD4 naive	0.238663624	0.238173387	0.26513509	0.015650849	0.132832723	0.085743234	0.217179979	0.274714167	-0.470531833	-0.11040354	-0.183453358	-0.122405776	-0.334432057	-0.34089209	0.270857856	0.329370696	-0.067808705	0.131364309	-1.342357593	-0.207474068	-0.282678886	-0.237030718	-0.335528361	-0.247966661	0.112709024	-0.3935454	0.680356104	0.412292107	0.556236698	0.843671182	0.629328817	0.565667493	0.443524932	0.515087444	0.672269763	-0.191013435	-0.439117853	-0.470595991	-0.120805867	-0.089013336	-0.055073195	0.165238464	0.1518725	0.120601813	-0.097895545	0.126669267	-0.350085644	-0.415695102	-0.276498551	0.222671049	-0.098859978	0.052362176	-0.094147853	-0.009406797	0.033136458	-0.078083304	-0.219767189	-0.222477323	-0.127673898	-0.120592364
Macrophages M1	1.351849608	1.210656852	1.055553615	0.979463361	0.896162161	0.112603259	0.42402288	0.988411751	0.404394681	0.487909758	0.572915713	0.679858322	0.23321933	-0.436201398	0.531938743	2.22143522	1.127755724	1.44630278	0.871697824	0.342307244	-0.510137836	-0.509684493	-0.370559191	-0.18629026	-1.700522402	-2.010632804	0.745832143	0.268780698	0.381317397	0.711683124	0.978457236	1.038905422	-2.482845086	-0.740929389	0.002690072	-2.217270023	-2.431024963	-1.982574452	-1.376886503	-0.671820039	-0.655151911	0.820357804	-0.322020866	0.132463061	-0.097170133	0.53842777	-0.769937565	-0.796951764	-1.044131907	0.174939778	-0.535004168	-0.219437843	0.781175003	0.565642091	0.375945869	-0.000578183	0.459796906	-0.305136974	-0.267876466	-0.030623319
Macrophages M0	1.098963282	0.846915247	0.828339647	0.617360848	0.449594296	0.434387653	0.229232257	0.578201919	0.921056218	0.226302668	0.524248731	0.457427135	0.385463062	0.236709422	-0.388038752	0.443013917	0.135449441	0.221641891	0.622233541	-0.054364496	-0.663358558	-0.443294715	-0.381615671	-0.306147455	-1.280206224	-0.980408389	0.653358913	0.585475062	0.354837464	1.04048047	0.993105344	1.149408346	-1.042418138	-0.040949073	-0.306497804	0.299530042	0.225563033	-0.059791506	-0.009906545	0.29598869	0.382046608	1.828694615	1.167033686	1.509739274	1.414758727	1.408188544	1.313592765	0.693036028	0.659966797	0.772795785	0.573755787	0.690683139	1.042797638	1.107890397	0.859094819	0.820978933	1.379828867	1.085909814	0.861026196	0.990764203
Mogibacterium diversum	4.793179249	3.836715547	3.743031085	3.149401052	2.416008445	2.391979895	1.505307361	2.785536021	4.704540756	1.768796854	2.960298127	2.657302417	2.557887063	1.994569029	-0.879800869	2.235849224	1.392759091	1.555685104	4.303512058	0.784156555	-1.468247295	-0.672148436	-0.355312445	-0.14078558	-4.147621109	-2.589188843	2.730109942	2.693500111	1.699052975	4.061804903	4.063075636	4.709036747	-3.528413213	0.223451239	-0.909879812	2.094805204	2.020332218	0.967627319	0.868101569	2.007037228	2.305657392	7.619690437	5.112997554	6.441883365	6.263692857	6.053953054	6.085233968	3.785503249	3.541886715	3.561457042	3.069838431	3.38950737	4.853926454	5.02904186	4.048376744	3.993873165	6.236106696	5.117482752	4.185434555	4.673362648
Gemella morbillorum	2.833328972	2.243049941	2.317860291	1.677177035	1.331664406	1.839746869	1.108201517	1.683152492	2.708722479	0.902880487	1.62641383	1.393282439	1.423192949	1.499737216	-0.643200864	0.436897189	0.205508258	0.302047221	1.144608575	0.192378951	-0.894622283	-0.269045791	-0.24662375	-0.133064958	-1.540952748	-0.723132533	2.253917425	2.29195721	1.641765741	3.418797281	2.995055425	3.35108423	-0.164284278	1.352529535	0.152057156	3.040975522	2.879389718	1.753018216	1.608915944	1.950581476	2.191072859	5.19498805	4.202586723	4.798814016	4.605299237	4.225699459	4.701200787	2.983575041	3.13703762	2.787958762	2.610157555	2.771389996	2.941668963	3.317419766	2.791129964	2.909625842	4.046022838	3.79408539	3.192030303	3.379041496
Malaciobacter halophilus	3.641458638	2.963559401	3.071834144	2.077215465	1.804217281	2.306255945	1.620726954	2.356209975	2.724029365	1.046359359	1.797059831	1.599541993	1.395722002	1.452869914	-0.314563814	1.036729156	0.318591986	0.648357084	0.046028224	0.130040738	-1.216580387	-0.456319508	-0.529263062	-0.301674063	-1.581289021	-1.190066651	3.422769723	3.168929517	2.582676247	4.919769917	4.22192362	4.562711794	0.305650392	2.170232069	0.99306747	3.303251597	2.852104097	1.55164349	1.774403059	2.221815182	2.532208278	6.237360357	5.052604134	5.714882731	5.258317117	5.082140277	5.079565546	3.052605207	3.364436094	3.532041682	2.967803764	3.321048083	3.396322761	3.90593741	3.344148248	3.349408194	4.512494714	4.195419812	3.609956637	3.838794664
Veillonella parvula	2.212666915	2.384995451	2.652367398	1.867645263	2.387571521	3.081961421	3.22027986	2.778649323	0.755532178	1.990967891	1.616435857	1.720701595	1.465433656	2.188713682	3.338558452	1.628945	1.446037004	1.795124813	-2.820875101	1.828176252	2.543969403	2.688174467	2.181842427	2.283978498	5.296176559	3.822076874	4.475412563	4.055336394	4.458667482	5.061931903	4.013854438	3.709997174	7.307580724	5.574040452	5.334261796	4.669387453	4.031446007	3.449389487	4.018612921	3.334395613	3.430080977	2.481867305	3.738230602	3.102618732	2.589086483	2.685766829	2.441868258	2.285586403	3.052082935	3.472704683	3.128463816	3.308836566	1.664884968	2.19693922	2.57444313	2.596720844	1.548320589	2.400033702	2.711619375	2.466549394
Faecalibacterium prausnitzii	2.64138157	2.54941821	2.892949443	1.792671775	2.162961142	3.300183327	2.999318697	2.715063855	1.320421576	1.637929735	1.605535891	1.568913959	1.427417641	2.349823252	2.209147802	0.64203194	0.588779762	0.918159735	-3.193015804	1.147268606	1.515667289	1.977530967	1.445134148	1.563925873	4.242762237	3.236072577	4.77461343	4.477588087	4.531184338	5.964311681	4.629576384	4.488436934	7.150480696	5.768043876	4.749623418	6.042528271	5.3643982	4.104473503	4.469381296	3.789833884	4.004429925	4.228396319	5.257091445	4.812278289	4.247552584	4.008626924	4.300076624	3.279891875	4.188783441	4.160412476	3.883865314	4.076028828	2.271966006	3.049039385	3.207900932	3.375938938	2.78557133	3.693412778	3.695691983	3.488439126
Francisella marina	3.893174179	3.446427872	3.631672396	2.256309746	2.409100774	2.802847326	2.616073721	3.169658804	1.490606459	1.290987625	1.597271211	1.60503706	0.971422118	1.140539271	1.381305644	2.123778789	0.756998688	1.471225333	-2.909501016	0.40962497	-0.557832781	0.102404766	-0.252769059	0.109678867	0.541279547	-0.518366429	5.0968308	4.280237922	4.24230045	6.609166394	5.466195908	5.515456382	2.954798492	4.083141915	3.528533426	3.246225822	2.288649033	1.189369671	2.181893452	2.430382495	2.739469812	5.631810851	5.012069742	5.290988221	4.416097383	4.773553181	3.73802519	2.136759579	2.795689275	4.03009375	2.897501305	3.496126274	2.923145205	3.564015929	3.328493041	3.106162189	3.431172362	3.367554159	3.210513063	3.339112692
Rossellomorea marisflavi	2.818419378	2.441146166	2.613355327	1.925226962	1.815452972	2.61362752	1.991823574	2.16869199	2.596627383	1.487710072	1.931228341	1.74677326	1.82603398	2.262560786	0.622696429	0.547992471	0.620781792	0.700771491	0.295734396	0.928810373	0.503317324	1.031018025	0.876000044	0.940989074	1.055846265	1.390915377	3.13196933	3.18224419	2.749204983	4.2084193	3.525376305	3.706838576	2.882452438	3.128643942	1.920136625	4.618254861	4.381809841	3.222152533	3.092900208	2.984096464	3.192994893	4.884696992	4.756691377	4.929303376	4.705126463	4.258212246	4.927183078	3.549132185	3.940653032	3.441998837	3.407885056	3.494608278	2.91580802	3.410341869	3.150942487	3.353660624	3.837852744	4.077847567	3.678968058	3.694805535
Lentilactobacillus hilgardii	2.307481808	1.827468495	2.129951003	0.834728414	0.885473877	2.032304073	1.34110325	1.560676043	1.094835078	0.147092502	0.612998038	0.440099133	0.303418984	1.006440223	-0.433202152	-0.763496957	-1.072088723	-0.717522485	-3.426806606	-0.725172343	-1.249738868	-0.471715294	-0.858570806	-0.671023142	0.327438952	0.0544947	3.525730864	3.270018773	2.889797198	5.228733442	3.930618846	4.063852014	3.436945729	3.547705721	2.027772758	4.736515882	4.076965715	2.38744281	2.638554504	2.408019338	2.737930494	5.068236107	5.092661694	5.189379914	4.59574985	4.220792258	4.631360678	2.685728774	3.472812618	3.343236163	2.935464741	3.225685207	2.032312805	2.868091297	2.621689665	2.793239173	3.137423546	3.599919462	3.203973742	3.191173655
Companilactobacillus paralimentarius	2.845583026	2.440026648	2.694785555	1.531764276	1.608908625	2.518668453	1.997384234	2.220961958	1.568736294	0.899003277	1.26678959	1.14674131	0.946778479	1.504414846	0.540729222	0.350204871	-0.078129584	0.29419424	-2.462664688	0.135155773	-0.359311575	0.303658546	-0.045189658	0.14660572	1.03644112	0.63304027	3.980139141	3.661742092	3.395946013	5.450579357	4.309987145	4.402666625	3.703811043	3.887052725	2.700533587	4.591438718	3.953284902	2.55290585	2.89889484	2.74455199	3.03110455	5.101373197	5.072982279	5.161064464	4.586889198	4.371773075	4.508647546	2.865278618	3.556509188	3.657639009	3.186125797	3.489203168	2.48631002	3.201768509	3.002877183	3.095122085	3.353964855	3.708621166	3.410884883	3.411742898
Clostridium sp. DL-VIII	2.819481441	2.355219284	2.619046666	1.434275989	1.455875746	2.458670139	1.822689482	2.077125983	1.692209529	0.758524781	1.214825894	1.054434944	0.912641161	1.504850079	0.162174996	0.014979057	-0.325963808	0.009052551	-2.369735586	-0.059525337	-0.626532146	0.096150289	-0.237742794	-0.05629064	0.672635005	0.460694837	3.83439041	3.586226305	3.219736336	5.4031952	4.245149737	4.385693688	3.459344774	3.728992597	2.355974741	4.799065955	4.196003302	2.662169928	2.906911225	2.757476694	3.063382699	5.364751948	5.273889391	5.415293911	4.867966875	4.547491868	4.870780149	3.053787345	3.745919338	3.673619778	3.267293179	3.548817262	2.553262204	3.302325459	3.045767003	3.18501969	3.575401197	3.931926529	3.55038351	3.561365634
Fusobacterium varium	7.552299404	6.766057635	6.62399902	6.458131204	5.709364836	5.582919886	4.780715083	5.840168124	8.186296495	5.421553611	6.475810172	6.180494958	6.277734831	5.69693406	2.848398878	5.599454712	5.206869381	5.149068672	9.083922633	4.735809515	2.867422186	3.439128829	3.845778998	3.942828758	-0.011976693	1.801568602	5.225411488	5.437029768	4.490515941	6.062512739	6.394824533	7.000476947	-0.112362699	3.136225533	2.197964216	5.203284977	5.415782698	4.71928822	4.323310081	5.334321098	5.530390798	9.76745483	7.557270382	8.745925343	8.834569908	8.518599261	8.872401397	7.131880612	6.70829137	6.346237856	6.216842851	6.343642168	7.904042788	7.887654551	7.016992893	7.035655713	9.088459256	8.043748523	7.19330177	7.620938915
Fusobacterium nucleatum	7.460004288	6.598567165	6.731576909	5.834846162	5.306532331	6.211475463	5.03394938	5.788813245	7.580508813	4.782823643	5.868895403	5.488433	5.652917068	5.882733761	2.377162209	3.698618891	3.619206893	3.668800295	5.334989309	3.761725115	2.291339105	3.220265598	3.250618365	3.371605373	1.442033323	2.826207805	6.602402411	6.795872104	5.771612736	8.321958334	7.685290411	8.222256259	3.571641253	5.536670329	3.577042066	8.466197975	8.311376859	6.552024721	6.160684693	6.546995667	6.897955741	11.10834655	9.816261671	10.63999176	10.43390069	9.710022576	10.74405472	8.185442998	8.428843768	7.59505762	7.515280528	7.672349213	7.788178025	8.37097343	7.604854907	7.86951018	9.525481046	9.277904178	8.34879554	8.587609053
Prevotella intermedia	5.575559358	4.964116271	5.049467311	4.34982688	4.008101369	4.549617005	3.798134727	4.391321044	5.371618165	3.538029504	4.279546852	4.042573872	4.05542954	4.150344367	1.978822353	3.071242643	2.802161333	2.922295859	3.612299647	2.788259825	1.666376932	2.324104058	2.330628034	2.456455281	1.075741958	1.865795576	5.047035058	5.061485756	4.401271224	6.283394944	5.806377398	6.166990498	2.573451771	4.121264482	2.874614586	5.818729347	5.621684061	4.433525164	4.316654721	4.659949942	4.914694183	8.038019756	7.030004821	7.635772203	7.409965481	7.02992244	7.491467603	5.694200363	5.878972117	5.554383312	5.342272215	5.52331318	5.656583961	6.064720994	5.526948042	5.644179177	6.797397677	6.552933712	5.937947144	6.12800095
Bacteroides sp. ZJ-18	6.124359728	5.425431987	5.53905858	4.55865615	4.254361265	4.819029704	4.066453302	4.795777816	5.353988835	3.532832269	4.324756138	4.102394546	3.95229581	4.041223205	2.038439218	3.360568328	2.740445874	3.029552652	2.726068101	2.605763893	1.256483009	2.03787024	1.976162005	2.187304238	0.847314577	1.369813615	5.832884527	5.643336292	4.999768347	7.357973089	6.664481318	7.02928775	2.775568228	4.626585647	3.339220325	6.010177934	5.600299141	4.235384128	4.370671066	4.799757316	5.114912322	8.861074394	7.67988654	8.355825736	7.934891758	7.679539864	7.828560655	5.735180073	6.0416704	6.063378082	5.571754232	5.89511225	5.9609913	6.482797229	5.897959376	5.941867816	7.160619017	6.863741118	6.234125549	6.460657034
Bacteroides sp. PHL 2737	4.816278658	4.287503073	4.306250848	4.180693507	3.658871983	4.201739174	3.309019281	3.71968828	5.98042854	3.712507678	4.493238859	4.173343089	4.582629372	4.664454702	1.639837189	2.499532837	3.008668621	2.736595972	6.140439811	3.24957629	2.410410737	2.890439356	3.087505808	3.03156103	1.123986433	2.767776148	3.503942324	4.020559166	3.17820812	4.25634645	4.260272959	4.694562458	1.768392293	2.996199267	1.634321651	5.783641405	6.084496675	5.128575303	4.370093311	4.617616824	4.772068254	7.068557724	6.20477336	6.795309786	7.013555022	6.26941023	7.555042397	6.131638892	6.020151549	4.806960391	5.227004124	5.099023652	5.513054084	5.698182427	5.149911028	5.45722195	6.729789429	6.511110949	5.800387408	5.954858817
Pseudomonas aeruginosa	5.061549456	4.565965213	4.590427837	4.262754987	3.876533032	4.25645897	3.58129334	4.057490367	5.446544696	3.685423726	4.34446734	4.11400189	4.268873605	4.27352937	2.11575566	3.110282838	3.141085183	3.088109375	4.919862081	3.16974078	2.261481688	2.736119985	2.847776932	2.886771461	1.300019804	2.350598773	4.171615816	4.375472278	3.737583989	4.988086438	4.840940473	5.189691865	2.083434411	3.429193159	2.390029573	5.244172034	5.293388524	4.44020918	4.095570659	4.415392638	4.585808012	7.001564262	6.093456275	6.649316404	6.646490084	6.214302698	6.866758972	5.513456153	5.50259478	4.926393693	4.975539453	5.014084278	5.366917179	5.584718484	5.102024339	5.253898757	6.341120503	6.065568338	5.499854004	5.669320094
Shewanella algae	5.512744138	4.924938374	4.949891039	4.522987722	4.084870754	4.482175262	3.727702746	4.323640762	5.804335514	3.801936857	4.566820526	4.312037794	4.437283321	4.407316046	2.02507123	3.286160045	3.203852804	3.189305024	5.075579244	3.175237664	2.055894876	2.618904876	2.741408932	2.810256831	0.929953662	2.065666557	4.508148523	4.680601757	3.961648812	5.488229211	5.29616197	5.697742063	1.858777276	3.5360748	2.381675674	5.475910964	5.483903442	4.502761997	4.184685773	4.600603565	4.806453668	7.74651398	6.621916516	7.291458842	7.24245577	6.803655774	7.426349549	5.829455577	5.825701444	5.291430672	5.262229388	5.34727047	5.789076828	6.046424407	5.477888388	5.619009921	6.894258942	6.53157566	5.885628784	6.09745962
Parvimonas micra	4.172037104	3.413357513	3.465922802	3.22013204	2.498584863	3.368359486	2.062532089	2.616997271	5.784447599	2.554503372	3.667828501	3.204670273	3.794591065	3.987846317	-0.379089448	0.70690004	1.463675446	1.085394659	5.721853281	1.865552861	0.711335938	1.4269916	1.672221692	1.594218486	-0.928424849	1.371933541	2.442150446	3.177185181	1.971202311	3.593797518	3.509435688	4.12067126	0.195788618	1.81880306	-0.215161069	5.868936796	6.264021684	4.804866761	3.723938357	4.016311237	4.250316593	7.510095457	6.369467712	7.174453719	7.458910937	6.360178731	8.256487335	6.156215447	6.059706885	4.286149101	4.890701664	4.710372062	5.163097771	5.482391436	4.712604887	5.173678961	6.946300591	6.710931211	5.692401787	5.894014853
Mogibacterium pumilum	4.310340975	3.77114691	3.992588887	2.86279425	2.784217892	3.670084203	2.988021232	3.384405579	3.298605483	2.079446489	2.642882717	2.460309995	2.321193506	2.771126337	1.197689585	1.482774756	1.067780702	1.386672726	-0.356849038	1.222752918	0.419574765	1.166527168	0.912680868	1.102230358	1.214326956	1.233956888	4.935306031	4.710227785	4.252743153	6.503966873	5.477248469	5.687967921	3.767881884	4.507418582	3.139007233	5.705322088	5.160544808	3.660186648	3.864119593	3.883556114	4.194634778	6.943993294	6.529091304	6.831681554	6.322515024	6.010524249	6.30104034	4.383273662	4.964529436	4.903353771	4.47731794	4.769658961	4.08219311	4.769746813	4.411504901	4.527627894	5.172728442	5.339627189	4.877088018	4.95190793
Streptococcus pasteurianus	4.16826141	3.625357835	3.745533078	3.00565988	2.751433556	3.38586293	2.680366959	3.149116717	3.8674963	2.291341138	2.935909735	2.719901448	2.729851023	2.943200134	0.987010916	1.706831755	1.501352267	1.634401889	1.781374684	1.580715286	0.667171027	1.298537522	1.237610317	1.355698143	0.506130279	1.093301834	3.972853592	3.967119678	3.389741932	5.198243325	4.614966221	4.913201278	2.186308141	3.325770783	2.087263654	4.898408874	4.653674778	3.448417031	3.367760188	3.56629847	3.814418144	6.533477901	5.80660265	6.27145673	6.015181667	5.632140241	6.115654096	4.419475562	4.695882189	4.366261242	4.171834316	4.342503158	4.215748672	4.6718931	4.224522878	4.359779145	5.288250051	5.205107664	4.664024686	4.79878284
[Ruminococcus] gnavus	3.346795157	2.874617682	3.055742474	2.379858996	2.157989072	3.112247303	2.281970576	2.499430568	3.497281996	1.8953403	2.495539877	2.234836976	2.446550768	2.937677015	0.57480316	0.56440371	0.849691365	0.832848357	1.314342877	1.267144381	0.736214148	1.351416672	1.239691744	1.27200659	1.054213251	1.792575017	3.381740885	3.594363131	2.972275335	4.585400061	3.915878207	4.18674057	3.007528472	3.385036908	1.848953472	5.592451376	5.45887658	4.09185707	3.73528522	3.630701323	3.864322771	5.891142359	5.661257556	5.927217234	5.786883574	5.130007419	6.18512425	4.539994284	4.90570271	4.037145984	4.166678809	4.19101797	3.655302087	4.187057129	3.826109903	4.124376776	4.848710534	5.089706481	4.538039947	4.569625046
Uruburuella suis	2.332149516	1.72035291	1.517469353	2.228576337	1.248514438	1.303911274	0.240935354	0.874857633	5.202941881	1.840427597	2.907938225	2.47213575	3.258541134	2.823500202	-1.444267651	0.510970007	1.534549435	0.821823252	8.833300368	1.631951352	0.423189115	0.715903509	1.365149389	1.147339659	-3.153462583	-0.04254644	-0.968761145	0.093539216	-1.126379391	-0.865885292	0.114810956	0.801733172	-4.346538142	-2.048001586	-3.3024766	1.92521997	2.922647447	2.488322393	1.009459093	1.693744414	1.731688741	4.299050706	2.616029879	3.65017805	4.450036136	3.456147841	5.324236172	4.19005492	3.39117198	1.438889944	2.414910493	2.006850962	3.721565382	3.421763975	2.599756083	2.986159509	5.062184654	4.254281443	3.273784911	3.584320446
Caballeronia insecticola	1.714431162	1.218752362	1.0803505	1.823302398	0.940566445	1.263762076	0.173749375	0.529655916	4.81787408	1.684612729	2.628382642	2.185374017	3.103436761	2.940100691	-1.374118845	-0.217288503	1.188450777	0.382403829	8.186104133	1.581698239	0.816654451	1.060158739	1.62440347	1.34013782	-2.099673463	0.936060519	-1.166341678	0.025524798	-1.142868095	-1.121035014	-0.264670788	0.346701858	-3.015168739	-1.57602537	-2.987180549	2.677197266	3.71803012	3.196619899	1.564921279	1.92838067	1.944489329	3.657560851	2.54622638	3.324405695	4.184676896	3.017093316	5.269017199	4.295892091	3.620541012	1.315095829	2.525967767	2.007621844	3.249822885	3.025138615	2.344160467	2.849336387	4.587044279	4.123702086	3.209398886	3.404115919
Kosakonia cowanii	-0.919646428	-0.942670549	-0.802124576	-0.446619437	-0.679794717	0.413320171	-0.387547496	-0.937053546	1.389037045	0.088034343	0.348843421	0.047852207	0.937086459	1.70022641	-1.131295263	-2.754954403	-0.896229754	-1.583675465	2.026390945	0.213370131	0.952796272	1.056444032	1.09518649	0.766080007	1.322506183	2.843850991	-1.254229736	-0.226849615	-0.811374463	-1.170085822	-1.190156081	-1.029945128	1.975434559	0.401060019	-1.060469684	3.824217663	4.467977298	3.699537466	2.349600345	1.625406476	1.615742534	0.502623135	1.472828206	1.215922439	1.810902501	0.591642667	3.041028042	2.677171294	2.734368299	0.376626154	1.692855305	1.116806862	0.351830411	0.541112874	0.51072735	1.162802633	1.264319908	2.027413756	1.630345414	1.41503465
Desulfobulbus oralis	0.299171458	-0.064227705	0.005237476	-0.220966034	-0.522577214	0.055434183	-0.616648423	-0.414303764	0.987094015	-0.526289162	-0.003206689	-0.234392081	0.058531268	0.284792602	-1.869773711	-1.61146724	-1.192232874	-1.357252539	0.46380606	-0.897264079	-1.360755808	-0.971443206	-0.917374983	-0.953051201	-1.792360883	-0.780693479	-0.270997356	0.076702167	-0.4997671	0.403433804	0.209851681	0.483586506	-0.909987314	-0.379456286	-1.498408607	1.667228725	1.798059131	0.945544387	0.432446979	0.460831352	0.593592236	2.086635085	1.714836821	2.026771201	2.117238126	1.531769085	2.54247147	1.436527263	1.498712181	0.578683193	0.879873746	0.795291447	0.767133164	1.012131273	0.672208487	0.931483435	1.689520908	1.715485602	1.227527213	1.288556889
Salisediminibacterium selenitireducens	1.187346122	0.666693786	0.641891652	0.734839723	0.122874852	0.588248675	-0.34163176	0.066262256	2.812282053	0.34098834	1.160351202	0.813784961	1.338603029	1.341952167	-1.967677202	-0.99753918	-0.290878468	-0.688731796	3.793691679	-0.031659267	-0.867494191	-0.450103212	-0.158042807	-0.266977459	-2.586881226	-0.608293881	-0.528272343	0.144611365	-0.772500281	0.040079479	0.265891964	0.74382514	-2.359409227	-1.043775337	-2.392269322	2.06247496	2.543536368	1.71386027	0.753560711	1.04579443	1.16475569	3.335428187	2.386848357	3.032197485	3.405999777	2.574381032	4.065442784	2.763661849	2.504355389	1.051331973	1.651862911	1.433488683	2.07838398	2.153650661	1.57053417	1.91704872	3.310706108	3.013164008	2.25606441	2.425471095
Pseudomonas pohangensis	0.945300946	0.638436389	0.652405123	0.73065324	0.351878771	0.804922652	0.145117914	0.295703387	2.183883308	0.575291474	1.086044734	0.841462858	1.268969264	1.402208044	-0.921393519	-0.629847635	0.043637676	-0.276972252	2.734070325	0.365717425	-0.003546561	0.264040389	0.425825878	0.318581076	-0.879944615	0.458327218	-0.044085509	0.485019768	-0.128016909	0.325571387	0.421209522	0.717386528	-0.584735999	-0.081775715	-1.095715849	2.21191801	2.565972048	1.945530918	1.205670845	1.254865976	1.327453345	2.429985507	2.044484563	2.370585602	2.658215159	1.997068724	3.217077005	2.387109548	2.267142753	1.088457928	1.617543687	1.413409518	1.633881904	1.723169612	1.38518016	1.683020601	2.489786232	2.448635368	1.953761014	2.01602338
