	Aspergillus oryzae	Aspergillus chevalieri	Fusarium poae	Saccharomycodes ludwigii	Malassezia restricta	Fusarium verticillioides	Aspergillus fumigatus	Candida albicans	Fusarium pseudograminearum	Scheffersomyces stipitis	Brettanomyces bruxellensis	Fusarium fujikuroi	Candida dubliniensis	Kluyveromyces lactis	Fusarium venenatum	Thermothelomyces thermophilus	Kazachstania africana	Naumovozyma dairenensis	Pyricularia oryzae	Yarrowia lipolytica	Colletotrichum higginsianum	Lachancea thermotolerans	Saccharomyces eubayanus	Fusarium graminearum	Candida orthopsilosis	Torulaspora delbrueckii	Schizosaccharomyces pombe	Cercospora beticola	Rhizoctonia solani	Sporisorium graminicola	Pochonia chlamydosporia	Cryptococcus neoformans	Zymoseptoria tritici	Naumovozyma castellii	Thermothielavioides terrestris	Aspergillus luchuensis	[Candida] glabrata	Tetrapisispora blattae	Saccharomyces paradoxus	Zygotorulaspora mrakii	Sugiyamaella lignohabitans	Kluyveromyces marxianus	Tetrapisispora phaffii	Pyricularia pennisetigena	Fusarium oxysporum	Pyricularia grisea	Aspergillus puulaauensis	Talaromyces rugulosus	Fusarium musae	Zygosaccharomyces rouxii	Debaryomyces hansenii	Pichia kudriavzevii	Botrytis cinerea	Ustilaginoidea virens	Saccharomyces cerevisiae	Marasmius oreades	Eremothecium cymbalariae	Neurospora crassa	Aspergillus flavus	Drechmeria coniospora
Plasma cells	-1.895033313	-1.292000395	-1.528915226	-2.247827442	-2.366384053	-2.072115797	-1.056171807	-2.424009637	-2.268036833	-1.602649169	-1.411512771	-1.550344274	-2.197471273	-2.742759887	-2.012170596	-2.394591848	-3.335224264	-2.656238008	-1.816396251	-2.549105092	-2.431476751	-1.384225991	-2.708809512	-1.479144611	-2.779632746	-2.415559676	-2.166422436	-1.649292598	-1.761066968	-2.844944205	-2.603930697	-1.599856454	-1.025332531	-1.05764154	-1.168054909	-1.667485747	-2.567690114	-2.644017445	-1.66034587	-1.265724106	-2.692904389	-3.129754948	-2.228820586	-2.33645412	-2.804340954	-2.530251371	-2.068407315	-2.835984738	-1.705778298	-2.693386585	-2.298888416	-1.998884707	-3.040087059	-3.326194273	-2.564954029	-2.377044038	-1.617799793	-1.639200871	-2.590643424	-2.218781592
B cells naive	0.297012471	1.091985691	0.787706257	0.120300123	1.151117999	0.372521252	1.881496596	2.485262921	1.018108681	-0.286398421	-0.397591748	1.397652776	0.295949854	0.248481936	0.213641469	0.444638929	0.779177957	0.712875458	-0.230986206	0.770637881	2.129988494	0.864578318	-0.065377613	0.753953024	0.871853731	1.419165713	1.516345097	0.393039225	0.503124934	0.794198069	0.497478165	0.443637278	0.368025786	1.091191973	1.145419536	2.757652689	-0.242297659	1.731164871	0.452341158	0.553006276	1.437834528	1.235459133	1.195627354	0.200894773	0.671707517	1.049110386	0.970380261	0.577203017	0.846747978	2.488006726	0.876350078	0.851526197	0.175211626	0.41043551	0.743779868	0.91461369	1.154224244	-0.272238438	1.506744197	0.403139199
Macrophages M2	-0.606374324	-0.496405886	-0.526655644	-1.147824313	-1.322365773	-0.555894598	-0.885992983	-1.341399303	-1.776233612	-0.891308737	-0.718641179	-0.842062239	-1.326236781	-1.425251527	-1.348256599	-1.193959868	-1.656381631	-1.23216439	-0.905187272	-1.67480427	-1.354933327	-1.020939869	-1.039159733	-0.476948309	-1.740104911	-1.713683556	-1.308179981	-0.863119446	-0.705730988	-1.065753333	-1.399993523	-1.254650977	-1.260219276	-1.079228688	-0.917315154	-1.064287135	-1.530081831	-1.336871642	-0.944769043	-0.92518503	-1.312337274	-1.379672777	-1.310391384	-1.237575124	-1.267803506	-1.284282483	-1.332058686	-1.400345295	-1.332077232	-1.472839203	-0.485993106	-1.124785611	-1.674196578	-1.421679144	-0.919764101	-0.920219363	-0.728544163	-1.153885113	-1.267720004	-1.249386439
T cells gamma delta	-0.065441251	-0.595133301	-1.344504442	0.50524759	0.383318703	1.010140991	-3.633561114	0.234519346	-0.97618744	-1.218609324	-2.178337407	-1.347739747	-0.44166173	2.017486271	-0.979768191	0.742553817	0.64632654	0.077171757	-0.224471366	0.08448649	0.99536725	-2.053649685	1.639728162	-1.124892089	2.029136378	0.523560516	0.160367063	0.772934797	-0.804486179	2.692065189	1.446507461	-0.867037799	-2.656128922	-2.531949599	-1.499709156	-0.648264692	0.371325693	0.784976359	-1.479951714	-0.581904434	1.162128715	2.595365465	-0.492440553	1.793791886	1.945950301	0.954995517	-0.965836923	1.476860168	-2.650363031	0.605538106	1.43340271	-0.193031844	1.005947732	3.102237228	2.390246909	0.891518136	-0.847017871	-0.619074131	1.764365735	-1.101170708
Mast cells activated	-1.156716061	-1.30158386	-1.21475799	-1.27120012	-1.298855373	-1.104586633	-1.459832394	-1.283647113	-1.479890735	-1.340044349	-1.309870666	-1.334836433	-1.335713873	-1.255767405	-1.392983567	-1.246675378	-1.114626928	-1.157048548	-1.299445077	-1.371797478	-1.306129309	-1.444491505	-1.101634201	-1.217092129	-1.370818812	-1.443843619	-1.354683234	-1.364511746	-1.222812953	-1.093944244	-1.277579816	-1.496776364	-1.64598038	-1.565494517	-1.489704705	-1.403459235	-1.314330326	-1.221884688	-1.335653169	-1.483573903	-1.205211473	-1.12244498	-1.317692371	-1.310856202	-1.16981992	-1.243132022	-1.368088987	-1.200525914	-1.446517478	-1.255687789	-1.011204542	-1.327752217	-1.23014127	-1.086232794	-1.121375332	-1.146115238	-1.279228964	-1.449130262	-1.237132265	-1.2805741
T cells CD4 naive	0.927670792	0.998873437	1.076874922	-0.009025649	-0.283161842	0.979126479	0.478853231	-0.288261744	-1.02511699	0.420434122	0.763072065	0.506569484	-0.268614188	-0.502316221	-0.316597138	-0.071042462	-0.634703264	-0.007544062	0.371845918	-0.848957621	-0.376266618	0.191640966	0.226404651	1.134426862	-1.068391781	-0.996603201	-0.296223574	0.314503332	0.770479771	0.127056782	-0.447435935	-0.275075403	-0.29876594	0.031088299	0.270675398	0.074255811	-0.603609187	-0.263325422	0.361991093	0.20577329	-0.236664225	-0.355845159	-0.226040939	-0.258106942	-0.190216128	-0.214943234	-0.271711483	-0.383127593	-0.23255987	-0.482137939	1.136676342	0.020735616	-0.78417487	-0.419144629	0.338502537	0.411782923	0.69077717	-0.100707682	-0.236571717	-0.06516099
Macrophages M1	0.843626119	1.604345784	0.679188896	0.994016869	0.836713409	1.136692133	0.47233719	0.643904711	0.566607955	0.940258504	0.54935522	0.917516671	0.646330617	1.229423503	0.689125662	0.89593067	-0.621656833	-0.017250457	1.165847309	0.597545681	1.12957462	0.955050901	0.708060922	0.874562218	1.446100264	1.179996805	1.078593613	2.100860412	0.724755771	1.136913849	1.116351084	1.497552426	1.496545045	1.3498023	1.647673608	1.333179562	0.614731789	0.555551917	0.705828692	2.049595541	0.67839183	0.790083667	0.537339634	1.725495597	0.919884306	0.843652282	0.571840528	0.674677576	0.211575943	0.4642732	0.894822987	1.020284345	0.212023308	0.762347599	1.369018036	0.78101025	1.002951408	1.487979027	1.228373613	0.111649515
Macrophages M0	1.065215168	0.95291018	0.967061473	0.503053454	0.308576283	1.25487281	0.187952324	0.297995367	-0.406353785	0.51214427	0.622456772	0.551618183	0.197078164	0.397160259	0.069045624	0.509732459	0.248611986	0.52694427	0.625553932	-0.108694443	0.320353584	0.212060096	0.883831755	1.025387419	-0.010816255	-0.190961301	0.23907565	0.666610313	0.843280544	0.9529557	0.349012604	0.040485595	-0.278237709	-0.016496932	0.29482548	0.33318953	0.107062361	0.416601472	0.449787349	0.367525575	0.487161901	0.636995925	0.228001356	0.480623264	0.628949174	0.451533159	0.113291931	0.440006707	-0.110655782	0.24426052	1.457607788	0.402938318	0.128055066	0.681813186	1.025539063	0.877933471	0.754995947	0.203333955	0.537230904	0.275923653
Mogibacterium diversum	2.532408296	2.141874894	2.954831288	1.574617803	1.475262855	2.215633183	2.938441106	1.625686049	1.249249682	2.216077256	2.907965212	2.321041579	1.739098649	0.78588923	1.748322791	1.556798109	2.156159177	2.337175692	1.875481805	1.218589573	1.106868245	2.138751796	1.801089283	2.835167345	0.168381651	0.630328793	1.32961217	1.03654801	2.59269943	1.269509684	0.992230853	1.207067516	1.448549822	1.803209004	1.644240113	1.575779837	1.367140733	1.627411875	2.367903989	1.179567166	1.509626927	1.125879194	1.856650781	0.676411772	1.267046958	1.443467152	1.86413548	1.346100614	2.390532888	1.536368628	2.450819082	1.682341248	1.404565851	1.019439928	1.326950002	2.011797328	2.340780158	1.3212888	1.041805527	2.372130617
Gemella morbillorum	0.20257814	0.315536899	0.501309391	0.327017643	0.442080539	-0.102817304	1.291980967	0.484619119	1.028242411	0.660654559	0.818963324	0.669115174	0.660270662	0.067293438	0.81791646	0.282827036	0.489974786	0.450131841	0.407371277	0.69235813	0.303107582	0.951110966	-0.043261633	0.423735666	0.230062503	0.613228937	0.503125553	0.148979873	0.447738137	-0.29922695	0.204488877	0.767841584	1.252887495	1.122814851	0.773079759	0.606249129	0.543087956	0.331273844	0.749727498	0.543647512	0.221566117	-0.126894	0.661851695	0.049911287	-0.003583287	0.269064572	0.801656462	0.181362402	1.243467333	0.444760258	-0.26063807	0.504195118	0.430767026	-0.242922597	-0.283544584	0.100497765	0.479926347	0.650173605	0.055493795	0.780970613
Malaciobacter halophilus	-0.145955007	-0.370668506	-0.053274488	-0.991978914	-1.195148997	-0.116150707	-0.690954257	-1.147710943	-1.872045109	-0.717386148	-0.353534512	-0.64249955	-1.180820472	-1.398905632	-1.277690947	-0.997847305	-1.012847401	-0.69119441	-0.76113127	-1.645751158	-1.329204787	-0.989166508	-0.603330451	-0.049435787	-1.976148057	-1.936306277	-1.30263128	-1.044894882	-0.302616428	-0.754881991	-1.355045709	-1.496958345	-1.650430601	-1.297751316	-1.10420685	-1.114189676	-1.410254227	-1.055572746	-0.712386089	-1.225921418	-1.04394907	-1.081059204	-1.110828672	-1.359206984	-1.023284483	-1.093937511	-1.198102642	-1.150529819	-1.169856129	-1.235048443	0.135524296	-1.025737368	-1.393102734	-1.091039147	-0.663860518	-0.516703377	-0.468344028	-1.31918719	-1.179384567	-0.872324742
Veillonella parvula	-1.638239633	0.041501883	-1.960682152	2.531691725	3.460066359	-1.804588732	1.488958526	3.131994155	6.89293341	1.462502462	-0.399572233	1.099899847	3.426197603	4.407471172	4.03201239	2.45529808	1.607043353	0.497198132	1.633204063	5.595989826	4.188853185	2.969374286	0.22194548	-1.899530563	7.392608282	7.310567226	4.182311983	3.428565543	-0.79989455	1.039591978	4.226627356	5.595464354	6.687060558	4.828344118	3.863519113	3.557242043	4.390258679	2.520215263	1.340263147	4.544037715	2.468961993	2.454867186	3.020864601	4.560168275	2.371380233	2.857590565	3.562237257	2.936163972	3.51347511	3.383425075	-3.27825813	2.843953494	3.93723773	2.393735858	0.789617798	-0.023126762	0.198807157	4.665398033	3.366896673	1.692530034
Faecalibacterium prausnitzii	2.988472693	4.653542467	3.44118692	1.492339683	0.812291828	3.171798589	2.984035897	0.522371294	-0.354986396	2.773325748	3.020055089	2.925830315	0.820721653	0.508964307	1.026509289	1.125322029	-2.440080942	-0.122110688	2.704875743	-0.423409386	0.938349619	2.748637586	0.933743558	3.794960008	-0.043407914	0.190857673	1.304304627	3.872296514	2.807913446	1.118157505	0.621840963	2.476892903	3.131715272	3.367086385	3.884913043	2.677206497	-0.101909363	0.193130732	2.365783183	4.13000755	0.306825597	-0.249370633	0.718653984	1.872199393	0.503965841	0.714333516	0.888382619	-0.063229517	0.972168732	-0.257324315	2.83982707	1.859430389	-1.355455133	-0.599801113	1.992347936	1.658456685	3.184456008	2.649806886	1.042897632	0.468509899
Francisella marina	2.000976679	2.570983204	1.989969381	1.521980602	1.245939651	2.225621393	1.496652991	1.111725842	0.613255256	1.763125689	1.713569724	1.801764684	1.130502033	1.367694494	1.134362368	1.414634789	0.026351198	0.832294057	1.880373495	0.735050684	1.384867266	1.638587718	1.462336358	2.157856071	1.167130266	1.040336639	1.405580694	2.479027721	1.82809085	1.687362455	1.32833157	1.713856791	1.71218129	1.814077116	2.158402094	1.815067006	0.895932442	1.062231877	1.568259926	2.387115505	1.160072173	1.152253854	1.082431215	1.86043588	1.348400656	1.288418959	1.081523012	1.064711002	0.871299474	0.866041508	2.153657242	1.56373984	0.503410765	1.090249771	1.979359604	1.632523299	1.970187427	1.812908626	1.53292847	0.894157206
Rossellomorea marisflavi	0.026101852	0.16065017	0.045798038	-0.119266258	-0.188007757	0.062908095	-0.053129354	-0.215933955	-0.334682528	-0.028349969	-0.014514726	-0.015467727	-0.201717532	-0.190463847	-0.195368991	-0.148217261	-0.471503724	-0.265091729	-0.017525786	-0.315859491	-0.169067207	-0.052780896	-0.139216989	0.08175669	-0.254497001	-0.259922444	-0.150509389	0.098560318	-0.007549662	-0.107419089	-0.189650603	-0.068206979	-0.045592482	-0.013516719	0.05670434	-0.037163935	-0.27560648	-0.233111662	-0.069843427	0.09257689	-0.215657049	-0.24054694	-0.210287069	-0.070767029	-0.182960207	-0.183886607	-0.205738579	-0.245721633	-0.228114732	-0.281574003	0.046866879	-0.099911886	-0.376613436	-0.262951837	-0.031907922	-0.085622963	0.021321167	-0.043543595	-0.141795648	-0.237783359
Lentilactobacillus hilgardii	-0.736361441	-0.773979144	-1.075326917	0.999174986	1.46702536	-0.749072334	-0.105447487	1.44217288	2.721505241	0.154489211	-0.555390033	-0.010194467	1.384630606	1.978331687	1.458690364	1.105222244	1.900668068	0.834412803	0.310016378	2.445017222	1.698726302	0.540118931	0.572141048	-1.143296597	3.033192984	2.811437939	1.51761709	0.583967121	-0.495562267	0.850430288	1.842443839	1.504648008	1.48437639	0.87063208	0.516969841	0.855417748	2.01469536	1.404161214	0.216473582	0.725295815	1.387243891	1.669520886	1.289476893	1.600884957	1.36638833	1.364894413	1.360526408	1.663157213	1.178265715	1.779715723	-1.05441026	0.924102897	2.304840937	1.798336952	0.491198384	0.220564221	-0.313055094	1.197212652	1.48797907	0.915976644
Companilactobacillus paralimentarius	1.134405466	1.34362291	1.263038818	0.613580979	0.441762963	1.151443839	1.034482919	0.412692857	0.067057354	0.942891101	1.117343357	0.99362303	0.464658857	0.295020949	0.478405214	0.547439411	-0.032276139	0.455991126	0.897642258	0.105739696	0.407174752	0.87004031	0.622683813	1.317001232	0.023091949	0.104328724	0.491958403	0.976450078	1.070838316	0.583015742	0.338788573	0.641527023	0.735675709	0.882455672	1.006199509	0.789979971	0.226368444	0.37733801	0.883777273	0.988721317	0.391721395	0.260690807	0.471156538	0.532720303	0.41419829	0.446172178	0.480792265	0.29187057	0.537775464	0.251364435	1.168444193	0.67651989	0.015899971	0.190571962	0.75938656	0.78248107	1.080229455	0.720645882	0.45572654	0.518546471
Clostridium sp. DL-VIII	-1.1679463	-1.573884944	-1.462541723	-0.701586757	-0.562618165	-1.046049804	-1.660530708	-0.529429021	-0.469754259	-1.24961914	-1.475857246	-1.307394439	-0.689828339	-0.235948403	-0.805515907	-0.58943324	0.134918098	-0.457422719	-1.081775777	-0.3143254	-0.485415448	-1.34818911	-0.447164277	-1.502905677	-0.071899466	-0.351089367	-0.689204468	-1.149283729	-1.229114506	-0.314089071	-0.349213206	-1.070366235	-1.463052618	-1.52265228	-1.490168801	-1.111400576	-0.356919986	-0.385699951	-1.205367006	-1.392029646	-0.353187381	-0.018631324	-0.682471961	-0.555077619	-0.277181535	-0.464484502	-0.781691983	-0.219975759	-1.055595778	-0.304815684	-0.934627447	-0.880324125	-0.003315702	0.131446943	-0.548103789	-0.717551906	-1.299798481	-1.083351302	-0.403308784	-0.742269634
Fusobacterium varium	-1.859478959	0.148222872	-2.97116298	2.724480182	3.46642263	-1.239939087	-0.863819155	2.909801937	5.985979896	0.723551545	-1.942446529	0.276868658	2.856616687	5.566367461	3.21887296	2.693124747	0.597414582	-0.329218156	1.58497563	5.259949707	4.74245638	1.8122992	0.773352156	-2.642571396	8.729526291	7.661290298	4.264917084	4.633263545	-1.495737862	2.472589244	5.001896829	5.478980026	5.64752201	3.736760406	3.539046032	3.424046738	4.215032301	2.511719575	0.281744267	5.01001851	2.751780033	3.564800595	2.339266716	5.995256564	3.248683714	3.164007459	2.663837975	3.378183395	1.462082093	3.210844243	-2.6864787	2.697734731	3.771435397	3.742856787	2.250083809	0.200300173	-0.298926456	4.668733751	4.394576323	0.360463943
Fusobacterium nucleatum	-1.04081202	-1.767917572	-2.11787629	1.449344038	2.06406819	-0.597270172	-2.051092143	2.044476078	3.054261404	-0.587580292	-1.85105933	-0.8617566	1.587497915	3.450056754	1.358507854	1.76922924	3.501267786	1.50016532	0.061234129	3.279299675	2.562441766	-0.567090965	1.679653966	-2.179522708	4.712104904	3.709651634	1.883009511	0.510707032	-1.086759322	2.418525661	3.009009231	1.077717814	0.043441972	-0.606600594	-0.630649814	0.444074891	2.876038207	2.349707885	-0.537625829	-0.044740516	2.479072083	3.596135852	1.49038111	2.588250017	2.773293767	2.250838386	1.298108486	3.014953954	0.292799665	2.779698386	-0.63253477	0.945600639	3.810043801	4.062177997	1.668063979	0.767025676	-1.013691627	0.824791015	2.674111071	0.876929243
Prevotella intermedia	2.095126914	3.838497599	1.142194374	2.012776459	1.324883743	3.438048303	-1.039740341	0.750410681	-0.663588062	1.34423148	0.128414006	1.291054185	0.426475876	2.988356881	0.223324152	1.831567985	-2.574217144	-0.802511316	2.391120312	0.098980495	2.314553662	0.772121967	2.046679048	1.802807006	3.092600057	1.700264315	1.822561976	5.256108022	1.285803264	3.605006823	2.451540571	2.392134782	1.458742271	1.412872113	2.898580846	2.366097105	0.487485059	0.823486194	0.56177581	4.346032712	1.352730651	2.273217859	0.155682502	4.347189554	2.409793869	1.689222206	-0.034042885	1.384165651	-1.786482258	0.320624622	3.160236274	1.749167143	-0.370179042	2.408270413	4.219108654	2.003949882	1.914905635	2.634728292	3.073070207	-1.118561277
Bacteroides sp. ZJ-18	-0.704617351	-0.738749551	-0.139612395	1.148326645	1.948016478	-1.658578564	2.960886424	2.11846828	4.779579639	1.303036061	1.242295341	1.186274626	2.53836473	1.242356487	3.014197288	1.164927227	3.056851421	1.73745214	0.669800596	3.608614498	1.666227587	2.432647118	-0.125078051	-0.489355549	2.554006781	3.494425162	2.061941331	-0.154138001	0.224178366	-0.735154564	1.534914733	2.596252469	3.888147334	3.038376986	1.652850862	1.637064451	2.806920348	1.704842558	1.694467413	1.060855346	1.343695372	0.614204817	2.500413901	0.653155107	0.619293587	1.385089774	2.928578808	1.486898983	4.100709055	2.389728756	-2.264915925	1.548454818	2.929206952	0.428603914	-1.112515942	-0.085111404	0.365639009	2.002501235	0.765946294	2.6531453
Bacteroides sp. PHL 2737	4.249570178	4.131364384	4.169436678	2.143600636	1.448452378	4.730365481	1.895467231	1.407352603	-0.830730774	2.572680952	3.112460316	2.740199415	1.207172971	1.456960509	0.88737324	2.091336387	0.873792312	2.123243714	2.78743599	-0.015752248	1.406132525	1.705606767	3.172198551	4.365124214	0.04636043	-0.292883242	1.303526914	2.889451865	3.610058204	3.257637141	1.397661466	0.924716456	0.21305618	1.08600864	2.011223407	1.882924315	0.687449308	1.680806078	2.364965014	2.134798871	1.867751081	2.084786685	1.307542292	1.908639679	2.236056939	1.823514426	1.018076002	1.624061086	0.545513803	1.091433364	5.3028222	1.95823992	0.529790355	2.118197198	3.635005869	3.343834892	3.363170977	1.443444236	2.016173889	1.534553811
Pseudomonas aeruginosa	1.661582541	1.452365774	1.311120087	2.462387361	2.653609144	1.813372083	1.323777727	2.640994255	2.960352031	1.808452195	1.391764263	1.719757651	2.494817432	3.110265358	2.422519548	2.561693386	3.067657515	2.446648252	2.023652695	3.034207381	2.822346675	1.814520752	2.528114078	1.297712399	3.520133922	3.190129663	2.603035895	2.197170281	1.642502423	2.778339028	2.96527963	2.358051476	2.02598245	1.813724719	1.816237897	2.15031081	2.906327414	2.736378761	1.816755972	2.016869112	2.78192193	3.14361298	2.460203378	2.850183059	2.88427331	2.714027267	2.399459465	2.953437926	2.065558388	2.870629094	1.794871643	2.301517629	3.19269377	3.292234856	2.545539562	2.237978379	1.67436677	2.277285241	2.861893918	2.250535452
Shewanella algae	1.399838717	1.872420003	0.88589822	2.511437624	2.614568668	1.795313267	0.852326498	2.430080406	2.834946212	1.745029378	0.918573286	1.620827121	2.289477319	3.451070646	2.271231061	2.531223931	1.771683831	1.583720295	2.162982329	2.890929623	3.06006021	1.818220728	2.259810662	1.03599665	4.166625992	3.598487651	2.788305074	3.184004944	1.311667688	2.906313663	3.199424407	2.93025643	2.621824046	2.211603068	2.426305746	2.504034876	2.727862863	2.434286838	1.555189857	2.993401192	2.581754072	3.0516468	2.148581449	3.595941343	2.885124512	2.661696999	2.133176963	2.774520513	1.483981283	2.530199422	1.522525094	2.376558354	2.677081367	3.181545854	2.846415016	2.008525624	1.611660871	2.804243631	3.15347713	1.528675022
Parvimonas micra	1.039168496	-0.112980199	1.97415179	2.484012105	3.494683019	-0.438347951	5.478438969	3.971111265	6.73694638	2.912803634	3.573610953	2.852411304	4.441829266	2.031987714	4.885639794	2.624307081	6.772269809	4.657826807	1.851396906	5.463957262	2.703501772	4.049363778	1.597983236	1.316205178	2.928728799	4.401136745	3.25206682	-0.49150233	2.183491696	0.235735724	2.548908622	3.224010979	4.648820823	4.062003752	2.175793552	2.549925354	4.649830463	3.655518634	3.675152151	0.888575022	3.081319846	2.055411614	4.58079494	0.733118091	1.934100437	2.887870021	4.985181412	3.185837802	6.842897197	4.462392082	-0.682848066	2.9004021	5.316499955	1.865443898	-0.444874598	1.6085304	1.889413077	2.651547822	1.613894462	5.456232
Mogibacterium pumilum	2.100189177	1.727474318	2.390109949	1.272737838	1.169580234	1.895457561	2.208358333	1.290906976	0.860927724	1.733549422	2.285247895	1.819373047	1.346505859	0.667766735	1.318088708	1.270668702	1.769364075	1.909893651	1.499620116	0.908621817	0.885186691	1.604696116	1.551293758	2.301838467	0.112326757	0.419568814	1.027682288	0.831091182	2.099821002	1.15301613	0.812315757	0.854756927	0.948355369	1.276008126	1.211960709	1.201406527	1.064486963	1.328958508	1.847121276	0.864375233	1.251593154	1.006350249	1.447035958	0.56543154	1.0924533	1.1811325	1.421379418	1.124864689	1.772176871	1.231049163	2.132962633	1.322234298	1.132682298	0.944488543	1.190124899	1.692222392	1.874889573	0.975934476	0.882794841	1.862021461
Streptococcus pasteurianus	1.513662522	1.35546394	1.839626541	2.344092685	2.754736717	0.982797959	3.389334283	2.876691101	4.17122161	2.464063827	2.53431301	2.416047141	3.088572252	2.309206188	3.315374876	2.366605265	3.565003166	2.833952283	2.099541781	3.591287656	2.550043929	3.010408166	1.778129912	1.630985439	2.882964159	3.410940075	2.764324523	1.502253364	1.99049396	1.382231934	2.481692806	2.953426967	3.599652721	3.226237617	2.492072816	2.529742622	3.20443184	2.688252006	2.700942598	2.113209816	2.485577458	2.089470527	3.09353192	1.936588087	2.079492315	2.476236735	3.298222006	2.547317709	3.958160176	3.032800324	0.736932177	2.541779973	3.329661597	1.997150161	1.164148601	1.797804281	2.001897072	2.670649253	2.090130316	3.264072665
[Ruminococcus] gnavus	2.812072618	2.518799647	3.169238836	2.906149486	3.111942898	2.369919163	4.054565908	3.252125471	3.846675822	3.222243627	3.55378729	3.236652923	3.415075401	2.568966899	3.543796062	2.919179205	3.93511061	3.546813008	2.869994441	3.504707948	2.83462496	3.500744178	2.692936526	2.991508437	2.642641641	3.13648703	3.044387952	2.144944196	3.113362591	2.235470911	2.753302551	3.074424133	3.532039319	3.466479098	2.969082295	2.987004741	3.341240638	3.152597783	3.431000144	2.548730527	2.984211121	2.605902014	3.470508412	2.280614854	2.644659757	2.941790099	3.586662008	2.95714614	4.186534944	3.319402255	2.337890294	3.057087268	3.455441799	2.515167083	2.117201812	2.77901792	3.003722574	2.958681811	2.54255213	3.794129528
Uruburuella suis	0.204096687	0.066340301	0.268498734	0.248006628	0.310825435	0.101424115	0.453778098	0.354372517	0.489179178	0.279040365	0.356940094	0.279031061	0.377613325	0.195538731	0.393924615	0.264718311	0.624024998	0.462688465	0.202773866	0.42621711	0.2396005	0.329672182	0.238744169	0.216101893	0.209355207	0.309945845	0.272603913	-0.012677895	0.270603813	0.125139888	0.233276073	0.226231756	0.29491367	0.285698539	0.164696524	0.214498534	0.387811899	0.349186256	0.340526557	0.05837427	0.308466083	0.245634688	0.39636156	0.081436848	0.227514599	0.281495802	0.411731617	0.312647734	0.540999254	0.39562887	0.117370858	0.2653689	0.461798335	0.239046748	0.069233336	0.232962292	0.225196869	0.201599402	0.177846978	0.486727808
Caballeronia insecticola	-0.528009625	-0.754431837	-0.522295733	-0.865003633	-0.928701016	-0.512638447	-0.847637983	-0.887756703	-1.21960859	-0.821958	-0.659722758	-0.794453336	-0.930531055	-0.997329237	-0.999239639	-0.842494502	-0.62741754	-0.61288379	-0.829640633	-1.087033971	-0.999462329	-0.969894099	-0.616991279	-0.540176934	-1.260814587	-1.27110872	-1.017557707	-1.038972629	-0.605531975	-0.69573384	-0.987895112	-1.202424139	-1.341944684	-1.173294641	-1.094798624	-1.015230218	-0.982359667	-0.813496087	-0.796674547	-1.163180594	-0.810560335	-0.779457903	-0.888625837	-1.064813008	-0.803783963	-0.864137691	-0.949401431	-0.83890376	-0.958058784	-0.87994838	-0.357314997	-0.913058039	-0.888051767	-0.757079053	-0.706826983	-0.625877296	-0.715337923	-1.118696521	-0.9203248	-0.756101883
Kosakonia cowanii	-1.409227481	-1.60985177	-1.352384209	-1.635445493	-1.651276132	-1.462786776	-1.453344089	-1.602292644	-1.750831046	-1.557114668	-1.393724469	-1.535442457	-1.608199952	-1.779510786	-1.637628202	-1.61814004	-1.322409425	-1.365858151	-1.614141442	-1.707286005	-1.741672237	-1.620945634	-1.492194793	-1.390533019	-1.955578163	-1.890345253	-1.723272934	-1.866484773	-1.42016743	-1.614488652	-1.745752947	-1.847854279	-1.878607187	-1.768799431	-1.785411685	-1.72825085	-1.656800611	-1.564806989	-1.509298025	-1.894827884	-1.587195264	-1.62127586	-1.570666279	-1.867532665	-1.631772381	-1.630684707	-1.596371894	-1.611628183	-1.514653232	-1.587971017	-1.358229685	-1.646854484	-1.575168217	-1.619171594	-1.638460003	-1.484961103	-1.513276814	-1.805391172	-1.728328957	-1.430050117
Desulfobulbus oralis	-1.758680876	-1.585033461	-1.994387847	-0.64940095	-0.396432041	-1.706844405	-1.414350824	-0.458295759	0.332983783	-1.16612577	-1.693089013	-1.272615344	-0.484833442	-0.000944681	-0.421281655	-0.611035782	-0.495124966	-0.999491849	-1.025563539	0.155454116	-0.186886373	-0.912191415	-1.000748945	-1.990524022	0.708836385	0.523410723	-0.30164896	-0.63392017	-1.629405037	-0.733773625	-0.106502346	-0.191844471	-0.182078877	-0.60191448	-0.760270974	-0.639402736	-0.111334585	-0.510966191	-1.182981117	-0.54177399	-0.495500128	-0.310190371	-0.570647318	-0.108607973	-0.45791452	-0.465405982	-0.51185529	-0.328863043	-0.694007446	-0.298111974	-1.96254431	-0.68069313	-0.039784172	-0.243434117	-0.895182147	-1.19161941	-1.445823128	-0.388459152	-0.302867778	-0.901626893
