	Aspergillus oryzae	Aspergillus chevalieri	Fusarium poae	Saccharomycodes ludwigii	Malassezia restricta	Fusarium verticillioides	Aspergillus fumigatus	Candida albicans	Fusarium pseudograminearum	Scheffersomyces stipitis	Brettanomyces bruxellensis	Fusarium fujikuroi	Candida dubliniensis	Kluyveromyces lactis	Fusarium venenatum	Thermothelomyces thermophilus	Kazachstania africana	Naumovozyma dairenensis	Pyricularia oryzae	Yarrowia lipolytica	Colletotrichum higginsianum	Lachancea thermotolerans	Saccharomyces eubayanus	Fusarium graminearum	Candida orthopsilosis	Torulaspora delbrueckii	Schizosaccharomyces pombe	Cercospora beticola	Rhizoctonia solani	Sporisorium graminicola	Pochonia chlamydosporia	Cryptococcus neoformans	Zymoseptoria tritici	Naumovozyma castellii	Thermothielavioides terrestris	Aspergillus luchuensis	[Candida] glabrata	Tetrapisispora blattae	Saccharomyces paradoxus	Zygotorulaspora mrakii	Sugiyamaella lignohabitans	Kluyveromyces marxianus	Tetrapisispora phaffii	Pyricularia pennisetigena	Fusarium oxysporum	Pyricularia grisea	Aspergillus puulaauensis	Talaromyces rugulosus	Fusarium musae	Zygosaccharomyces rouxii	Debaryomyces hansenii	Pichia kudriavzevii	Botrytis cinerea	Ustilaginoidea virens	Saccharomyces cerevisiae	Marasmius oreades	Eremothecium cymbalariae	Neurospora crassa	Aspergillus flavus	Drechmeria coniospora
Plasma cells	-2.493563327	-2.523516777	-2.142624599	-2.568501367	-2.226134187	-2.211323912	-2.404169107	-1.493539307	-2.716102336	-3.180330201	-3.260316825	-2.816325681	-1.703496992	-2.527669408	-2.499346621	-2.759873138	-3.002930732	-2.813118732	-2.541335051	-2.358852612	-2.700859065	-2.197110819	-2.257697064	-2.432460654	-1.948552824	-2.327008226	-3.022747997	-1.140004524	-2.609629503	-2.583603621	-2.869044192	-2.847937546	-2.404226715	-2.73199128	-2.418267634	-2.75930469	-2.641345905	-2.672570723	-2.160813774	0	-2.101920932	-2.295445891	0	-2.615603297	-0.950221036	-1.897041114	-2.280564669	-2.351372719	-2.209872269	-2.489902556	-2.537010822	0	-2.53147126	-2.496299763	-1.455708336	-2.49652142	-2.7929936	-2.517932274	-2.016965889	-2.633778323
B cells naive	1.205826729	1.35816436	-0.13332997	0.841998322	1.245754241	0.193113794	0.817305215	1.311660274	1.182532806	2.204896183	2.131796499	2.484705551	0.18203335	0.740075973	1.268945859	1.774753143	0.368814702	0.696614838	2.668316444	1.276685967	0.692711124	0.905609569	1.618677885	3.671625367	2.216923375	1.940379138	2.93801528	0.351789803	0.796773589	3.487991257	3.06718688	3.902998502	2.131544005	0.983539603	2.878090695	2.156521498	0.276539978	1.219634961	2.261834706	0	0.44614626	1.365694595	0	0.980713013	-0.546498147	-0.528669613	1.245849243	0.784330689	1.716702313	1.0489092	1.476057808	0	1.920239691	2.153842773	0.500380174	1.603226369	1.848501386	0.535782483	1.144157181	1.685652838
Macrophages M2	-1.556372894	-1.427056614	-0.428886479	-2.303798686	-1.482566633	-0.734684545	-3.27870795	0.562388292	-1.206552623	-2.559688374	-1.48716233	-2.662635906	-2.029408965	-1.635570369	-1.626986665	-2.28943857	-2.278792083	-1.207365511	-1.59295278	-0.928506647	-0.073329652	-1.682264231	-1.151738804	-1.614210665	-0.872117655	-2.153182964	-1.929270385	-0.90698037	-1.781094145	-1.471784537	-1.759035691	-2.850925603	-0.774655379	-2.038255449	-2.183526685	-2.486112139	-2.498023788	-2.477992931	-0.615859414	0	-0.48575614	-0.190776178	0	-1.300904508	0.352195992	-0.556835567	-1.388956339	-1.244591976	-1.573654862	-1.259714794	-1.652135095	0	-1.66740887	-1.437762811	-1.010624957	-2.143529865	-2.271185985	-0.343925764	-1.602485335	-3.237512555
T cells gamma delta	-0.465286009	-0.399763602	-0.063674911	-0.75675334	-0.431245512	-0.141618976	-0.731354076	0.503895616	-0.231745191	-0.795606813	-0.484587193	-0.72645498	-0.31501314	-0.527641016	-0.510371002	-0.802107851	-0.802531878	-0.314455844	-0.519895693	-0.164507951	0.189166356	-0.446827847	-0.316554395	-0.621022762	-0.345938139	-0.450942914	-0.604551156	0.197113344	-0.541588694	-0.637127917	-0.687780195	-0.945580503	-0.17940662	-0.452360092	-0.793473282	-0.759102889	-0.510063819	-0.724306371	-0.024065696	0	0.025874148	0.014994733	0	-0.50151415	0.476586718	0.541676681	-0.587805327	-0.011486802	-0.646263487	-0.271726576	-0.523897336	0	-0.529881383	-0.522925729	0.337268927	-0.501276044	-0.781626484	0.064007149	-0.106195462	-0.835376459
Mast cells activated	-0.896225894	-0.794474506	-0.729079357	-1.16903445	-1.077399447	-0.757041059	-1.227733976	-0.592196645	-0.432720725	-0.701356833	-0.29070838	-0.909734907	-1.336519596	-0.94330842	-0.945312879	-1.069231792	-0.869266286	-0.45722674	-0.924498256	-0.655443693	0.035732767	-1.111861092	-0.921353705	-1.141697144	-1.226876208	-0.988290194	-0.618663206	-1.204982593	-0.88659203	-1.043780024	-0.858883864	-1.152733323	-0.644060124	-0.660713456	-1.345506494	-1.006248628	-0.787392254	-1.03403091	-0.655690749	0	-0.64676206	-0.514426519	0	-0.853027596	-1.065555847	-0.159261118	-1.235039653	-0.453186399	-1.359049468	-0.667721236	-0.930213492	0	-0.941740281	-0.972586831	-0.761967995	-0.912416178	-1.016787494	-0.261399096	-0.832937628	-1.171878277
T cells CD4 naive	1.443395516	1.295157863	1.342537026	1.73355659	1.567165697	1.246618078	0.439928482	0.504254785	0.690121921	1.155889152	1.101844032	0.951072783	0.66956286	1.600324167	1.551612929	1.828610821	1.681127509	1.000877758	1.610179822	0.993501433	0.28025421	1.394150154	1.459903519	2.116076723	2.172827175	0.700973366	1.224568613	0.200759083	1.415812167	2.275520351	1.933379563	1.678429942	1.233276428	0.585631528	2.159958864	1.372411517	0.302918643	1.284247509	0.899925603	0	0.886016236	1.193533681	0	1.863884456	0.721247352	-1.420113776	2.367960521	-0.116742593	2.437760557	0.9557225	1.554277304	0	1.564682141	1.860299241	-0.789754086	0.828596349	1.736810924	0.617380716	0.068329996	0.812124399
Macrophages M1	0.318340861	0.459341222	-0.217983587	0.275476889	-0.191890141	-0.032030967	0.921996415	-0.730679078	1.160309333	1.642197646	1.759338385	1.205935105	-0.396081508	0.271286949	0.258089068	0.513993901	0.999065109	1.106805476	0.282770123	0.378635971	1.36220085	-0.113316624	-0.084587679	-0.228384321	-1.064454445	0.575689543	1.318581053	-1.024615331	0.53092107	-0.101219118	0.593166292	0.776265129	0.282831038	1.291244306	-0.255124432	0.826353899	1.35693301	0.748258568	0.112772784	0	0.024749729	0.112535902	0	0.219900558	-1.727006467	1.246419788	-0.645265786	1.123491759	-0.796619506	0.626202965	0.31694186	0	0.301439346	0.037828894	0.143126731	0.759114981	0.627095361	0.858231528	0.484209559	1.034680259
Macrophages M0	-0.13157368	-0.397962946	-0.229512512	0.444488957	0.495639029	-0.235829374	0.536734153	-0.120058972	-1.423602091	-1.146216952	-2.117504852	-0.424903579	1.366026225	-0.034967546	-0.014571026	0.084320846	-0.566809365	-1.406842419	-0.087079521	-0.610150756	-2.49136572	0.572168292	0.114104843	0.541264566	1.123451875	0.106678856	-1.19299164	1.467492928	-0.24887669	0.226479718	-0.451413148	0.176096571	-0.640822337	-0.949891627	1.005658753	-0.112776916	-0.635889822	0.006672017	-0.463938463	0	-0.437055748	-0.842682592	0	-0.269191261	1.381781301	-1.640729311	0.901669423	-1.19142658	1.238875808	-0.692840057	-0.077593798	0	-0.046819811	0.087178279	0.114945242	-0.178508795	-0.06912261	-1.649704331	-0.067501247	0.278344977
Mogibacterium diversum	1.92318337	1.805579849	0.613309344	2.718494446	1.722526048	0.955978842	3.630046667	-0.701329934	1.671451352	3.264593277	2.212459759	3.197493526	2.031834911	2.020227327	1.997750805	2.793407245	2.897707879	1.718664817	1.982029579	1.221223992	0.512666065	1.911782054	1.400835248	1.952387498	0.971830692	2.449727029	2.549510662	0.625576083	2.206357901	1.879114573	2.305089851	3.403656985	1.085973254	2.523976422	2.524772887	2.992099764	2.948598145	2.943582196	0.809590594	0	0.650936319	0.442029423	0	1.721738527	-0.741772856	0.62439425	1.654080778	1.537732173	1.8082547	1.619503792	2.040880553	0	2.053499201	1.803852352	0.877979022	2.520064015	2.790269155	0.702109539	1.744055027	3.696093411
Gemella morbillorum	3.032017154	3.206499294	3.478431186	2.42970887	2.508571456	3.248693491	0.407675662	2.768858756	3.725794771	3.418307333	4.871066103	2.331102105	0.259202413	3.077360786	3.000593765	2.94893057	3.50543833	4.073184624	3.164018723	3.289050068	4.891251379	2.13860017	2.941169964	3.051190665	2.769395665	1.649784293	3.806230887	0.047312189	3.039453349	3.647678391	3.883941284	2.442214841	3.667983745	2.738251519	2.355131469	2.551276213	1.869128157	2.31761121	3.142030519	0	3.148546547	4.082381424	0	3.784453509	1.265747631	1.743208479	3.037804045	2.500493138	2.669425166	3.202793436	3.063789469	0	3.035507194	3.327444763	0.34549062	2.122099137	3.019136018	4.24101892	1.320980681	1.151003685
Malaciobacter halophilus	0.366038858	0.330217107	1.073426913	0.120442093	0.657677741	0.843664061	-0.787033866	1.600598662	-0.002833707	-0.722573421	-0.341489916	-0.589246775	0.392002014	0.379438398	0.381747037	0.027317608	-0.220592441	0.06946676	0.392668541	0.529625437	0.309349096	0.511392946	0.727598627	0.702998228	1.416776118	-0.116446199	-0.297191068	1.08491388	0.167808789	0.725912156	0.225288194	-0.353424992	0.675065224	-0.425782057	0.486398724	-0.271833551	-0.690361751	-0.24451168	0.771113695	0	0.865227606	0.992286103	0	0.582549775	2.019861214	-0.093690534	1.033179142	-0.12334676	1.038895734	0.269020774	0.343722062	0	0.346212254	0.61139299	0.337251661	-0.18010482	-0.032750107	0.487551914	0.059713875	-0.767248304
Veillonella parvula	-0.04581089	-0.135184056	-0.226815828	0.205051848	0.084708855	-0.200610625	0.179543197	-0.447711655	-0.447131705	-0.152345828	-0.492517824	-0.023752161	0.209305699	0.004678896	0.000971912	0.144522681	-0.00469473	-0.402249906	-0.010340202	-0.282875472	-0.861603557	0.103172728	-0.048534446	0.183569784	0.208567723	-0.019131674	-0.235661589	0.019012511	-0.042931857	0.123942877	-0.017433695	0.21615022	-0.277478933	-0.257925191	0.356246602	0.070737385	-0.172847753	0.081716744	-0.307887964	0	-0.32116955	-0.399363668	0	-0.050616019	-0.094333954	-0.85605416	0.259083001	-0.503596372	0.359150208	-0.26053262	-0.007843918	0	0.001527156	0.037005867	-0.366117754	-0.059624599	0.099601566	-0.614945662	-0.210084158	0.172463584
Faecalibacterium prausnitzii	8.431674344	7.992835746	5.900092156	10.31130009	8.235415955	6.365985102	9.86256532	2.156537784	6.82438149	10.45024904	8.508486495	9.958954629	7.295204157	8.856146148	8.735820596	10.62064448	10.60433409	7.411926614	8.8069636	6.457097221	4.118062105	8.293745329	7.499526978	9.539860272	7.823844316	8.170963173	9.269216895	3.983612959	8.905866976	9.681921882	9.935100846	11.4793226	6.602606579	8.174076391	10.62251659	10.25247082	8.468235789	10.0148602	5.552871817	0	5.240347272	5.382079361	0	8.754892416	2.353783305	1.520916131	9.386714971	5.262957007	9.761427906	7.121551966	8.821736214	0	8.860104262	8.879693022	2.908590617	8.519941127	10.47448776	4.962392262	5.876993808	10.59921369
Francisella marina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rossellomorea marisflavi	-0.875437962	-0.861884413	-0.730345041	-0.949112365	-0.791689059	-0.73628639	-0.63130656	-0.328035482	-0.830594085	-1.085531402	-1.121978624	-0.899997157	-0.408290917	-0.916961723	-0.896810406	-1.044036252	-1.114424483	-0.926850687	-0.925272787	-0.746586013	-0.763782337	-0.745353982	-0.789073037	-0.974775596	-0.800128313	-0.663655469	-1.043359327	-0.110058778	-0.91395939	-1.066853929	-1.114626863	-1.044754493	-0.811323361	-0.806600096	-0.969418292	-0.957088645	-0.711692627	-0.905827475	-0.654026878	0	-0.629095471	-0.767822525	0	-1.005476971	-0.146309155	-0.119933986	-0.962611432	-0.534376391	-0.944703579	-0.787877901	-0.912165097	0	-0.911752386	-0.955263343	-0.052920544	-0.755451917	-1.040677769	-0.748777247	-0.429328088	-0.793099685
Lentilactobacillus hilgardii	-0.892998321	-0.88493635	-0.472990766	-1.062200404	-0.647073806	-0.531896549	-0.635411387	0.412875867	-0.934472288	-1.560857626	-1.591058463	-1.148314609	0.068617905	-0.966255021	-0.926105597	-1.277697574	-1.4903576	-1.103861116	-0.980935564	-0.630971403	-0.784613531	-0.585323436	-0.642738387	-0.986626129	-0.481469451	-0.576099696	-1.393849861	0.78809439	-1.01262126	-1.171298113	-1.393370205	-1.353192935	-0.726229156	-0.956744486	-1.002715564	-1.180161395	-0.81676865	-1.071655966	-0.39734708	0	-0.329604082	-0.585636132	0	-1.10359662	0.907477007	0.40195913	-0.88163669	-0.381478823	-0.832473831	-0.767328789	-0.965867916	0	-0.963190241	-0.986651597	0.689798464	-0.776942221	-1.289726147	-0.685557012	-0.0971226	-0.951979475
Companilactobacillus paralimentarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. DL-VIII	0.12825892	0.150122896	-0.062611753	0.179488922	0.056793976	0.020129405	0.675358824	-0.060544111	0.296919635	0.436692867	0.282982628	0.474169225	0.34076939	0.102091621	0.110972939	0.169284868	0.231569547	0.222128917	0.09290336	0.134453805	0.220972145	0.1339619	0.034493459	-0.051979749	-0.235124754	0.411706638	0.299058186	0.229658182	0.183980859	-0.104098907	0.063653337	0.309847535	0.048021867	0.463497254	0.028554668	0.32534053	0.607418622	0.340035286	0.089099239	0	0.066634475	-0.047176091	0	-0.016143402	-0.136402932	0.685764849	-0.170975916	0.487573592	-0.166609678	0.211794131	0.117908192	0	0.116866374	-0.004659698	0.546130085	0.391867629	0.194386065	0.156279262	0.463764339	0.589132009
Fusobacterium varium	3.89396672	4.037713785	2.278538634	4.278637006	2.855438677	2.701101208	4.906024313	0.133875628	4.995386692	6.870737104	6.74768572	5.771404042	1.81637005	3.948103307	3.875419693	4.878928311	5.81511627	5.141270925	3.969314409	3.449345764	4.737764052	2.943461544	2.897182759	3.282708152	1.262754013	4.01636185	6.022077683	-0.311057075	4.4072757	3.652573888	4.976801566	5.503697214	3.394605729	5.453609982	3.43832396	5.239743172	5.501294417	4.99055166	2.68921398	0	2.442687363	2.80453035	0	3.95437956	-1.805433814	3.192692959	2.509321897	4.242416157	2.293937483	4.064135716	4.014855506	0	3.994608613	3.594771017	1.446167873	4.524131653	5.043835933	4.001098478	3.107225995	5.45646621
Fusobacterium nucleatum	2.714249678	2.480020683	-0.038927478	4.396144925	2.410945533	0.759032589	7.30839536	-2.196506567	2.282260617	5.436121487	2.900564947	5.687836146	4.017767858	2.840312117	2.834766715	4.364189837	4.470800816	2.163352775	2.734345545	1.3803452	-0.255856213	2.965855886	1.672657558	2.519317574	0.58621156	4.45628454	3.846039996	1.394133595	3.297803565	2.140046884	3.064564391	5.805798627	0.907959017	4.337195405	3.866197087	5.051144062	5.554383749	5.052184913	0.620715137	0	0.301356208	-0.505161095	0	1.933049736	-1.927556594	1.504674053	1.823381509	2.661055734	2.216724608	2.228538585	2.903309367	0	2.933272119	2.232634126	2.188201464	4.416310239	4.371643498	0.191078576	3.350645525	7.091451225
Prevotella intermedia	5.082459797	4.882243479	4.207199647	5.823961194	5.111878033	4.350380506	5.517628551	2.855535149	4.28200443	5.594600851	4.812855765	5.494327353	4.790267749	5.257544492	5.213362702	5.894472574	5.787748209	4.521645662	5.235497168	4.300776021	3.185379974	5.118797362	4.802642486	5.626343462	5.131308708	4.928932045	5.20095346	3.630564577	5.223317201	5.654884101	5.609965229	6.174710354	4.376671156	4.78157049	6.054333272	5.686881354	4.883548936	5.61090918	4.003451709	0	3.900328041	3.93629983	0	5.227997532	3.139938656	2.201131258	5.653354137	3.682785023	5.830777223	4.508551386	5.234561244	0	5.252629791	5.314362459	2.970460176	5.026588916	5.814115277	3.618913928	4.054960249	5.780333856
Bacteroides sp. ZJ-18	-0.391772334	-0.557004885	-0.734747365	0.105259956	-0.030177695	-0.621709474	0.880571903	-0.647692758	-1.104552193	-0.702780025	-1.637933377	-0.116085642	1.017908201	-0.358179731	-0.33019193	-0.175260253	-0.567893729	-1.199379288	-0.409108236	-0.734961572	-1.99968757	0.136199072	-0.343127202	-0.151712027	0.018073235	0.188697232	-0.932407684	0.936994509	-0.399477257	-0.458695415	-0.720637867	0.092951666	-0.880654553	-0.518252501	0.305059867	-0.098001044	-0.08160049	0.011052456	-0.690616424	0	-0.703138649	-1.164805347	0	-0.699581679	0.352794846	-0.707259373	-0.055788921	-0.66024555	0.199394964	-0.686364674	-0.366856015	0	-0.345493411	-0.419682558	0.389870172	-0.050613048	-0.252691417	-1.470870356	0.135690671	0.566526203
Bacteroides sp. PHL 2737	1.886607659	2.026071984	1.430051756	1.799415392	1.355154869	1.566175431	2.025780828	0.779079004	2.688691108	3.147261457	3.433503101	2.582483758	0.794660102	1.863504787	1.836798923	2.097183111	2.606822177	2.71236448	1.886155349	1.931312479	2.983610959	1.365563935	1.499355391	1.442588367	0.629468476	1.882282093	2.899334751	0.133463993	2.083998249	1.651935299	2.298645205	2.264935473	1.912424983	2.677588197	1.334694063	2.295537667	2.602737312	2.18447638	1.654723847	0	1.571627766	1.800803604	0	1.929590529	-0.321367861	2.31507591	1.074822965	2.422041417	0.893762583	2.148772323	1.900116642	0	1.8830894	1.701522157	1.168108064	2.125688794	2.202970812	2.462995616	1.693591257	2.26076381
Pseudomonas aeruginosa	1.278356208	1.095687396	1.484065998	1.520928219	1.662606191	1.330141981	0.411338169	1.244854981	0.290886324	0.348615938	0.181298808	0.502540003	1.288635762	1.405305479	1.383896424	1.428864308	1.041546176	0.508484826	1.400976017	0.93735859	-0.143306188	1.523249198	1.513172418	2.01777762	2.524783188	0.713744258	0.552049794	1.332860565	1.143990421	2.025518175	1.410606771	1.21006345	1.129498097	0.196872606	2.09396685	0.976705641	0.015764932	0.972448448	1.027427113	0	1.066463018	1.177088824	0	1.573696716	2.001901589	-1.051792984	2.412230158	-0.162689722	2.557821861	0.781525531	1.350536871	0	1.367047023	1.691708148	0.029971994	0.675691418	1.303449322	0.383913054	0.362870756	0.559859058
Shewanella algae	0.725462319	0.708331641	1.703785085	0.303249797	0.975760822	1.353458344	-1.434312861	2.111368764	0.359374104	-0.566310728	0.250359897	-0.679330444	0.0214657	0.767925604	0.747896492	0.320430605	0.130034734	0.562084388	0.80636345	0.947688882	0.987463416	0.68849698	1.156006834	1.214722524	2.042165578	-0.276818165	0.063148394	0.789588665	0.477489339	1.400945924	0.800668699	-0.289096861	1.242509352	-0.413583392	0.782631582	-0.19092504	-0.978025366	-0.221261181	1.204742662	0	1.321963167	1.732880233	0	1.215161204	2.29537775	-0.429445535	1.646714352	-0.160671176	1.572620749	0.598661358	0.715887878	0	0.713304603	1.141817828	-0.16570279	-0.231207658	0.25356745	1.086492035	-0.196444972	-1.196400074
Parvimonas micra	7.345616027	7.132851683	6.491229663	8.03433738	7.12909077	6.482932235	5.82441588	4.006652898	6.414596708	8.064227671	7.948448125	7.192994401	4.956395813	7.662984826	7.539620048	8.47716358	8.606789065	7.065968458	7.693224764	6.323939249	5.569028979	6.832594583	6.956946787	8.350072416	7.602725084	5.972439857	7.847521957	3.182757984	7.508979145	8.818475774	8.738483368	8.445602209	6.759740776	6.385732724	8.479384203	7.764438062	5.854204882	7.488790529	5.827112128	0	5.697342751	6.448511315	0	8.17697162	3.561800178	1.659035759	8.496422241	4.557815135	8.527679383	6.508400287	7.604678939	0	7.615118984	8.008486746	2.072335442	6.435820922	8.376213044	5.874945734	4.39898934	6.770755877
Mogibacterium pumilum	0.297599154	0.307732284	-0.198397905	0.48222461	0.056029595	-0.076568752	0.6295995	-0.859901438	0.466264541	1.072115479	0.934468463	0.809389281	-0.199754812	0.329658386	0.308088113	0.628305984	0.83619035	0.523467866	0.330762575	0.098943558	0.265101213	0.083554288	0.025513476	0.208827966	-0.332715476	0.329950304	0.816438685	-0.842625307	0.437954034	0.293351718	0.606804309	0.818147114	0.088491528	0.647351754	0.304358977	0.698523166	0.682870667	0.633050168	-0.116887737	0	-0.188014463	-0.109654206	0	0.317714456	-1.277589065	-0.174401512	0.024554978	0.234318553	-0.002853651	0.272707435	0.343380879	0	0.340794249	0.246278248	-0.493365996	0.457476255	0.658418791	0.143669823	0.016725469	0.781739165
Streptococcus pasteurianus	0.619305824	0.632538296	1.103649537	0.405689688	0.84942776	1.014101036	0.607715852	1.943520086	0.581189123	-0.089390585	-0.003418431	0.250731774	1.371563097	0.554722699	0.588325935	0.22317339	0.030056473	0.448737962	0.546960558	0.893151243	0.813047	0.873090308	0.883194224	0.566113627	1.091953056	0.7943724	0.128466941	2.098856761	0.488772585	0.427754214	0.18420413	0.088773012	0.838659711	0.466792183	0.493086887	0.263770906	0.52538599	0.355210463	1.126816103	0	1.199479967	1.022666182	0	0.483987173	2.366101861	1.713121414	0.695552161	1.020043482	0.722474199	0.735961582	0.550884573	0	0.552139572	0.571684785	1.949764764	0.625892907	0.209790637	0.888456519	1.240678279	0.353897526
[Ruminococcus] gnavus	6.121438237	5.808126639	4.952735331	7.193170045	6.232206227	5.116332241	6.501529173	3.008591371	4.815650407	6.650131155	5.553073455	6.522727254	5.666646581	6.39216297	6.324934008	7.281879723	7.063181199	5.200385112	6.362456499	4.967206564	3.219848542	6.206412152	5.778599981	7.032028112	6.441825603	5.766549184	6.150962282	4.056972636	6.289965908	7.084056264	6.89893358	7.61830423	5.119457494	5.474192556	7.631109128	6.892511001	5.563140577	6.78147406	4.569242676	0	4.433482223	4.523316859	0	6.398470672	3.533361356	1.605147331	7.150287071	3.865598832	7.420837681	5.222847599	6.348750644	0	6.376884253	6.535056672	2.874547586	5.90313275	7.145398125	3.920546685	4.471084678	6.911493131
Uruburuella suis	-0.193826462	-0.234105339	-0.911523077	0.21545503	-0.273788615	-0.675061628	1.311835523	-1.282424035	-0.192130722	0.553954337	-0.160381844	0.706443426	0.416359191	-0.192958067	-0.181830908	0.165883438	0.198037344	-0.297902704	-0.226800138	-0.466492969	-0.826095293	-0.079573737	-0.464730554	-0.375382438	-0.877614494	0.463325476	0.108966111	-0.168476557	-0.036579332	-0.530963877	-0.234398415	0.592233469	-0.652545871	0.407047594	-0.001928282	0.449941456	0.816972215	0.477630942	-0.640425885	0	-0.720818348	-1.031314782	0	-0.511170893	-1.187680802	0.097714422	-0.603987561	0.115372406	-0.498835012	-0.234230569	-0.167292532	0	-0.160361386	-0.412681257	0.215755983	0.407805466	0.182368063	-0.74581232	0.311162184	1.1509995
Caballeronia insecticola	-0.755797379	-0.711326	-1.089720795	-0.690606144	-0.945013092	-0.968928804	-0.147884289	-1.290283227	-0.441054435	-0.139833903	-0.267337645	-0.230883595	-0.793329727	-0.78003343	-0.778758569	-0.631999892	-0.460447063	-0.501749536	-0.785202555	-0.773565339	-0.501016042	-0.863698104	-0.949279381	-1.014096294	-1.402501278	-0.474154788	-0.352176967	-1.103391701	-0.649179316	-1.019733946	-0.707476189	-0.439109988	-0.862567171	-0.251839638	-0.937249059	-0.437879471	-0.117171994	-0.450834451	-0.893883643	0	-0.939817728	-1.003604413	0	-0.887319233	-1.598931613	-0.217560401	-1.215897215	-0.331597948	-1.243748674	-0.637525025	-0.756735642	0	-0.760744858	-0.92221145	-0.580262159	-0.436327264	-0.586471207	-0.663370243	-0.500844443	-0.172387552
Kosakonia cowanii	1.546177019	1.746320209	1.02555258	1.358501557	0.81366295	1.173737276	1.453696891	0.151980641	2.658675012	3.186096564	3.713794523	2.35775543	-0.120054781	1.51725834	1.476481959	1.789581506	2.499033665	2.718212455	1.5555236	1.646019841	3.175749212	0.790004378	1.0479364	0.968454994	-0.089015581	1.406630072	2.91620677	-0.961540992	1.79629451	1.294918119	2.146611791	1.947866125	1.657964632	2.535331915	0.751787848	2.008349166	2.350861486	1.844614558	1.284192506	0	1.180619332	1.56593913	0	1.672774666	-1.411559496	2.028940658	0.495852414	2.208804493	0.223780363	1.911048006	1.563317963	0	1.538373888	1.333818742	0.40605607	1.762788069	1.93364868	2.435635316	1.151595374	1.82253913
Desulfobulbus oralis	0.005855966	0.088299788	0.696011106	-0.474351965	-0.024069664	0.475444865	-1.514272786	1.026697456	0.221529907	-0.525872581	0.305853626	-0.788713857	-0.813262795	-0.011178701	-0.025199345	-0.368629332	-0.289037468	0.317401883	0.028074091	0.342316678	0.995126525	-0.218258646	0.218572511	0.060768238	0.435242594	-0.648476574	-0.101532266	-0.280866312	-0.121689234	0.258798778	0.094889842	-0.784478889	0.520741189	-0.418745614	-0.366373505	-0.601147216	-0.85424384	-0.64624509	0.480647552	0	0.552631149	0.910008988	0	0.325369522	0.688086307	-0.007724063	0.215791456	-0.103191575	0.060557109	0.138598762	-0.028450955	0	-0.040365414	0.172956543	-0.413215983	-0.5490108	-0.358319104	0.778819294	-0.474755435	-1.321865807
Salisediminibacterium selenitireducens	-0.219264605	-0.055651802	0.509891983	-0.847207383	-0.306196621	0.354891782	-1.054631211	1.351261168	0.416899506	-0.587742918	0.223840066	-0.695020785	-0.491732267	-0.329748135	-0.312763484	-0.814129139	-0.664843829	0.318619888	-0.299624308	0.370776006	1.389003842	-0.385444183	-0.015907346	-0.561872685	-0.216173337	-0.388759614	-0.219986216	0.317183537	-0.329364659	-0.477465454	-0.445184175	-1.122492168	0.394776769	-0.125715956	-0.989499975	-0.763923461	-0.364260102	-0.749550625	0.566900526	0	0.646429676	0.791128452	0	-0.172937213	0.933464172	1.491279661	-0.555934072	0.606976888	-0.73975047	0.194063931	-0.319460197	0	-0.336610712	-0.308261927	0.760376358	-0.379426432	-0.751992319	0.995892833	0.165374711	-1.105553307
Pseudomonas pohangensis	0.859725819	0.933908646	-0.396931749	1.255242538	0.231488744	-0.029463352	2.315915079	-1.684138897	1.549569723	2.925123578	2.48849471	2.420698112	0.117036724	0.873112606	0.844101799	1.550155289	2.09943483	1.541049353	0.865987779	0.520016453	1.119255969	0.400569669	0.16596914	0.35466386	-1.029195654	1.351974307	2.216166871	-1.312714049	1.228350714	0.459923936	1.382934436	2.134592315	0.366366458	2.127839827	0.631614426	1.947405619	2.399622623	1.833973471	0.019545253	0	-0.157099173	-0.153491457	0	0.681261969	-2.727764564	0.934826833	-0.21904791	1.382507317	-0.290273308	0.985062247	0.928361359	0	0.919698731	0.534890751	-0.034870351	1.589220311	1.659685948	0.71855297	0.838918809	2.495067531
Lacimicrobium alkaliphilum	-0.325366383	-0.292024093	-0.011909207	-0.508392549	-0.218349387	-0.056678185	-0.24739321	0.592947343	-0.222992108	-0.696920312	-0.604414662	-0.489860941	0.17080391	-0.385427504	-0.360214553	-0.618992429	-0.699581067	-0.33876999	-0.389762062	-0.091266561	0.001333289	-0.187685661	-0.172798228	-0.454360807	-0.155786746	-0.145598459	-0.568324641	0.666792137	-0.398857268	-0.546049429	-0.636004103	-0.68925661	-0.149821023	-0.29870288	-0.52011962	-0.537984989	-0.242808253	-0.476025656	0.057868629	0	0.103562093	-0.024849443	0	-0.449443688	0.778751329	0.711054019	-0.413721072	0.126943666	-0.416359016	-0.181337815	-0.381465971	0	-0.382942525	-0.407416989	0.728303638	-0.253451622	-0.612060274	-0.017549277	0.204267524	-0.435400237
