	Aspergillus oryzae	Aspergillus chevalieri	Fusarium poae	Saccharomycodes ludwigii	Malassezia restricta	Fusarium verticillioides	Aspergillus fumigatus	Candida albicans	Fusarium pseudograminearum	Scheffersomyces stipitis	Brettanomyces bruxellensis	Fusarium fujikuroi	Candida dubliniensis	Kluyveromyces lactis	Fusarium venenatum	Thermothelomyces thermophilus	Kazachstania africana	Naumovozyma dairenensis	Pyricularia oryzae	Yarrowia lipolytica	Colletotrichum higginsianum	Lachancea thermotolerans	Saccharomyces eubayanus	Fusarium graminearum	Candida orthopsilosis	Torulaspora delbrueckii	Schizosaccharomyces pombe	Cercospora beticola	Rhizoctonia solani	Sporisorium graminicola	Pochonia chlamydosporia	Cryptococcus neoformans	Zymoseptoria tritici	Naumovozyma castellii	Thermothielavioides terrestris	Aspergillus luchuensis	[Candida] glabrata	Tetrapisispora blattae	Saccharomyces paradoxus	Zygotorulaspora mrakii	Sugiyamaella lignohabitans	Kluyveromyces marxianus	Tetrapisispora phaffii	Pyricularia pennisetigena	Fusarium oxysporum	Pyricularia grisea	Aspergillus puulaauensis	Talaromyces rugulosus	Fusarium musae	Zygosaccharomyces rouxii	Debaryomyces hansenii	Pichia kudriavzevii	Botrytis cinerea	Ustilaginoidea virens	Saccharomyces cerevisiae	Marasmius oreades	Eremothecium cymbalariae	Neurospora crassa	Aspergillus flavus	Drechmeria coniospora
Plasma cells	1.161715113	1.394431149	1.617412419	1.556416735	1.628390669	1.400031371	1.606559471	0.624635343	0.663486442	0.803725782	-0.146106938	0.975553808	1.194310168	0.488729165	0.349307007	-0.13228547	0.007889831	0.468874142	0.523745934	0.838831092	0.223985171	-0.212275849	0.766212032	0.105999968	0.633041942	1.553593415	0.600113016	0.367080283	1.101719266	1.566712265	0.681764407	1.023635518	1.394218906	-0.491318578	-0.513877292	1.050063391	0.833695808	-0.673137939	0.765424198	0.757558052	1.508989802	0.820043371	0.418735309	1.453162918	0.416050465	0.4210525	1.194096135	-0.277836938	0.615439076	1.272052389	0.593222447	0.528307723	0.150158746	-0.024570222	1.459417992	0.897014468	0.464449385	1.376015996	1.403906369	0.949936052
B cells naive	3.39554767	2.874771685	3.407257784	1.981150409	2.984165023	2.754578025	2.89683594	1.563036409	1.816566222	3.661393365	1.19353608	1.063884775	2.440549935	2.935900927	1.725673445	0.400829863	1.172123299	2.937395075	1.188157747	1.847466725	0.675047701	1.278661352	2.891366175	2.007325502	1.81661186	3.972530624	3.187814111	2.130172131	3.382043478	3.187127103	2.11262387	3.405384308	4.135232415	-0.952097566	0.598683268	2.7110361	4.470604288	0.882813945	2.881203231	2.05703035	4.025264736	2.519579217	1.732347832	3.18517379	3.170318047	0.444167075	2.706298186	0.473400548	1.530072806	2.25800046	0.343415186	1.20850006	2.356020854	1.316146985	1.033772842	2.535030084	2.354425125	2.610225711	3.401508988	3.274458632
Macrophages M2	-1.3193336	-1.379182085	-1.417525327	-1.409814994	-1.270252383	-1.397324827	-1.421776397	-1.274934202	-1.385129504	-1.294809493	-1.193232762	-1.329397562	-1.332323501	-1.218784527	-1.280589932	-1.22258955	-1.238699783	-1.252386517	-1.310034007	-1.27945331	-1.221551503	-1.219580205	-1.336270349	-1.166228409	-1.266087994	-1.343994615	-1.31384676	-1.235636776	-1.308009318	-1.396925861	-1.276615605	-1.405655372	-1.284610889	-1.352218342	-1.138185697	-1.422484651	-1.311514638	-1.099100369	-1.249850073	-1.277908849	-1.40980676	-1.31766739	-1.238297518	-1.367627599	-1.25305391	-1.357607673	-1.32251076	-1.249400485	-1.240525087	-1.423358664	-1.384941864	-1.352567268	-1.192722154	-1.172935071	-1.5409036	-1.322178596	-1.2380246	-1.354651943	-1.345196805	-1.32803226
T cells gamma delta	0.557527959	0.330141993	0.483756683	0.464440786	0.195981871	1.174393274	0.466616949	0.208854706	0.851222247	0.415001084	0.586321428	0.775858036	0.196718563	0.858800047	0.360607071	1.015398091	0.807887822	0.835173794	0.591238627	0.645450982	0.312829011	0.354186464	0.463813007	0.927526171	0.289882358	0.650658061	0.2534435	1.213963063	0.67503019	0.323426343	0.481452577	0.30477161	0.168015563	1.348643507	1.081161604	0.507999715	0.480583917	0.338719354	0.998649103	0.35858307	0.733154529	0.537400396	0.400069062	0.804039956	0.301662109	0.540365872	0.031990692	0.65862177	0.12591097	0.152913406	0.920657142	0.976898328	0.587894882	0.482881556	1.089494285	0.104124107	0.4735563	0.408755765	0.761161247	0.686777482
Mast cells activated	-0.494083677	-0.56281452	-0.608389178	-0.581811507	-1.10227146	-0.341350018	-0.589932014	-0.240621519	0.177214042	-0.2936311	0.249079402	-0.261013426	-0.557045211	-0.156648885	0.03823632	0.411450945	0.296685742	-0.047628393	0.024744149	-0.318188815	-0.035823692	0.33309724	-0.131293758	0.028270768	-0.256895543	-0.733713915	-0.10007751	0.06827042	-0.452223859	-0.658062652	-0.228350878	-0.180301538	-0.870879056	1.158226349	0.501454556	-0.111301384	-0.257918706	0.369357521	-0.270616777	-0.31353266	-0.488964298	-0.214819826	-0.134351071	-0.548525735	-0.11122589	0.239038362	-0.619404428	0.53793886	-0.349426556	-0.367912254	0.251639414	0.223191151	-0.002435	0.066790994	0.008428621	-0.355577882	-0.159149982	-0.601827457	-0.581042879	-0.264167863
T cells CD4 naive	2.002767106	1.964826352	2.44933337	2.347264837	2.09135372	3.142449318	2.410900809	0.855818991	1.776303438	1.362954179	0.435343411	2.07124804	1.538621407	1.601879829	0.722461176	1.043279666	0.92668552	1.537691819	1.254807812	1.729454169	0.51077223	0.02484018	1.37561477	1.229979386	0.98084304	2.616490997	0.880372605	1.940489841	2.093575371	2.167028838	1.306132728	1.46214469	1.758102813	1.033062174	0.675400359	1.774170959	1.488646317	-0.548102613	2.135393415	1.22949138	2.662768524	1.548572277	0.872204093	2.699598748	0.729742389	1.046345627	1.311276197	0.360314921	0.735693624	1.556789347	1.784624832	1.788596103	0.807654042	0.447074449	3.069618562	1.041069727	1.031759811	2.055874115	2.583005632	1.916649382
Macrophages M1	-1.195166769	-1.22845405	-1.106268073	-1.124095688	-1.454056026	-0.790995757	-1.108094623	-1.411323015	-0.944015206	-1.288948459	-1.319469377	-1.06793373	-1.353478489	-1.16981973	-1.321372373	-1.068779222	-1.151827937	-1.13349413	-1.172202168	-1.198247394	-1.423619012	-1.39380657	-1.205333179	-1.198657524	-1.384588957	-1.126684682	-1.334864848	-0.968851771	-1.152002515	-1.211923172	-1.277837221	-1.193054467	-1.44123616	-0.712663616	-1.144440091	-1.070629589	-1.234690096	-1.557286636	-1.065876518	-1.338161889	-0.992549133	-1.19698383	-1.363642738	-1.015280855	-1.391509249	-1.126753721	-1.447800351	-1.200980928	-1.49993599	-1.248941089	-0.907651435	-0.924276937	-1.328585565	-1.402105503	-0.631321378	-1.404342438	-1.329784972	-1.223941102	-1.066438902	-1.113631001
Macrophages M0	-0.341067526	-0.718616371	-0.57215057	-0.581601419	-0.952960557	0.428797554	-0.593068439	-0.669478614	0.185000417	-0.437889982	0.057536122	0.004834057	-0.842796799	0.257978774	-0.390101177	0.635780325	0.314209453	0.227774629	-0.124962555	-0.131706877	-0.416250121	-0.243849989	-0.365478774	0.458325889	-0.56039967	-0.320540225	-0.605910494	0.77266225	-0.163888368	-0.775217641	-0.313244342	-0.657316286	-0.930257624	1.172595234	0.834943566	-0.389014207	-0.358048836	-0.130870337	0.372104862	-0.500958605	-0.202669912	-0.277678227	-0.350626554	-0.087167104	-0.485407299	-0.171708222	-1.066287575	0.185541469	-0.776735028	-0.932016238	0.298237916	0.395319333	-0.018862263	-0.113727744	0.283250282	-0.889084662	-0.262546381	-0.604203802	-0.13033743	-0.109540251
Mogibacterium diversum	2.312706403	2.418437735	2.418820041	2.403760476	2.847011271	2.061919498	2.409369144	2.201941092	1.748399215	2.19439734	1.747447052	2.090660223	2.442770228	1.988447349	1.959468432	1.530261362	1.663396658	1.913842229	1.918546428	2.160558247	2.023694336	1.738593009	2.064225292	1.833107217	2.195166499	2.471082878	2.087717431	1.740890032	2.254279527	2.491623134	2.130574013	2.139576525	2.6807171	0.90314208	1.444569254	2.042884495	2.153117895	1.710294624	2.042989525	2.222173653	2.272344038	2.109236857	2.07754871	2.299346375	2.082579255	1.772514671	2.526246269	1.518091243	2.300609987	2.315419109	1.677775261	1.684458545	1.934198885	1.906121013	1.826941514	2.313019983	2.079023321	2.428790797	2.332339682	2.11214076
Gemella morbillorum	3.493552516	3.142972265	3.138353389	3.107655576	4.872056484	3.15324637	3.060154233	2.925738984	1.828429159	3.081751052	2.566107561	3.070584915	3.299662788	3.526644467	2.379257638	2.34492782	2.361120813	3.074806539	2.408133467	3.388750867	2.845049388	2.061090919	2.517633491	3.460281513	3.071038787	3.957253681	2.423651882	3.183222328	3.548958859	3.250694196	3.085774746	2.118844049	4.2534754	0.177039659	2.670568279	2.014914817	2.954881435	2.652854998	3.706012673	3.180354464	3.095347652	2.862981687	3.034116742	3.518685798	2.828680373	1.62116098	3.37631766	1.652341804	3.304788457	2.327644707	1.711920818	2.000699	3.133792037	3.014753579	1.492505541	2.839797031	3.144636617	3.426099317	3.688093088	3.022844125
Malaciobacter halophilus	-1.503963905	-1.735555944	-1.648973886	-1.650676784	-2.004687884	-0.992837548	-1.657159775	-1.660402446	-1.039479333	-1.527202861	-1.137111996	-1.24591659	-1.818107477	-1.091937299	-1.43458078	-0.748983712	-0.963854821	-1.082455088	-1.271210118	-1.349158123	-1.47576467	-1.2982656	-1.443428636	-0.943149358	-1.599164664	-1.534810859	-1.587005365	-0.73213988	-1.390309572	-1.78563155	-1.44182598	-1.617520706	-1.942374662	-0.251423212	-0.625676981	-1.438082501	-1.468758716	-1.244363291	-1.039831654	-1.572298353	-1.402748865	-1.410182349	-1.452672909	-1.35217127	-1.527206479	-1.248198586	-1.967758147	-0.991803764	-1.753286789	-1.818024502	-0.955941572	-0.908714312	-1.233673786	-1.280871196	-0.985256413	-1.807900653	-1.404338503	-1.678405198	-1.388887185	-1.316304908
Veillonella parvula	1.836671636	1.852504753	1.709138161	1.685401495	3.878324723	0.732178606	1.648694159	1.559215586	-0.417252678	1.496579269	0.450132388	1.05373146	2.131794404	1.262600346	0.711162522	-0.348155442	-0.010850721	0.82445376	0.484407184	1.513650423	1.215679192	0.223061474	0.840832792	0.98649948	1.602153386	2.306373163	0.976159963	0.396927449	1.717731751	2.024235809	1.374975701	0.72272537	3.209591625	-3.129105724	-0.217811821	0.351580861	1.287247211	0.711681288	1.342993701	1.659886072	1.297398476	1.11302909	1.351495279	1.620155604	1.271459494	-0.286137106	2.431342117	-0.624617594	2.056813325	1.216367115	-0.650936894	-0.449836754	1.120278429	1.086256707	-0.840297614	1.693814794	1.38006384	2.032161759	1.836597397	1.11592179
Faecalibacterium prausnitzii	8.035093328	8.811007438	9.160588451	9.006144103	10.81109269	7.439832014	9.107600599	6.775149334	5.095516339	7.025197997	3.819736748	6.888884119	8.590764824	5.730651214	5.415268859	3.002923205	3.737167544	5.417041196	5.527775638	6.942911271	5.461175731	3.689195993	6.469712354	4.53301182	6.760365509	9.253058858	6.303363048	4.58682295	7.71475104	9.361577177	6.586453011	7.168317036	9.812159507	0.044139479	2.072551205	6.835968477	6.914719666	2.853208673	6.370433622	7.057706964	8.426045716	6.72277225	5.971665056	8.436992256	5.991231709	4.812350811	8.912724254	2.738339429	7.137547718	8.23187207	4.712704048	4.634483228	4.997755241	4.617297176	6.64339167	7.63163111	6.047798627	8.818312209	8.485882686	6.935095084
Francisella marina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rossellomorea marisflavi	-1.182161049	-1.38136361	-1.289780243	-1.299645711	-1.426413256	-0.770773066	-1.304465364	-1.411468371	-0.996074155	-1.271504215	-1.086771096	-1.025629188	-1.453975179	-0.904617582	-1.300732255	-0.786799167	-0.948398776	-0.938864743	-1.147761454	-1.094892719	-1.304907142	-1.270051608	-1.256460536	-0.824499552	-1.34753903	-1.129375225	-1.398198583	-0.651492988	-1.089667296	-1.396648842	-1.212601062	-1.410462474	-1.452314986	-0.605168261	-0.692633824	-1.270043936	-1.23202491	-1.216617856	-0.819905293	-1.30407229	-1.101859295	-1.193436182	-1.250838971	-1.028008229	-1.330477811	-1.208491955	-1.569920663	-1.061198941	-1.454827151	-1.532977263	-0.944526668	-0.886235907	-1.087637438	-1.153368608	-0.906562102	-1.514447919	-1.197072652	-1.311061558	-1.047700451	-1.090010838
Lentilactobacillus hilgardii	0.016584685	0.050733864	0.199216423	0.171927082	-0.120673198	0.403547115	0.197232514	-0.263964798	0.147580542	-0.129144205	-0.354436781	0.087480678	-0.098636544	-0.115070017	-0.240046072	-0.14428196	-0.179969843	-0.079199638	-0.081595672	-0.055869596	-0.361897356	-0.416660737	-0.056448976	-0.22263126	-0.244151205	0.148306246	-0.195630031	0.027664785	0.036452887	0.100090373	-0.14771458	0.02108408	-0.147760352	0.114777003	-0.298888166	0.128034453	-0.07565192	-0.666253678	0.026283315	-0.181524312	0.267365844	-0.046136626	-0.274553669	0.226122004	-0.292510701	-0.048756924	-0.176425107	-0.266263246	-0.346622048	0.026821177	0.163901266	0.128838961	-0.309163344	-0.404623293	0.586167932	-0.195029808	-0.23977167	0.043257915	0.169743546	0.046151149
Companilactobacillus paralimentarius	-0.166073772	-0.231890784	-0.178392982	-0.175853052	-0.642971151	0.17219	-0.170851896	-0.176009691	0.335281389	-0.12345898	0.14663208	0.036535482	-0.306373664	0.036957893	0.025704089	0.393544175	0.27709228	0.112185944	0.114836813	-0.073043201	-0.072494594	0.135824756	0.009531469	0.119115997	-0.16508565	-0.24559504	-0.058385522	0.28410044	-0.114167753	-0.271786059	-0.080301996	-0.016892074	-0.518387321	0.994908008	0.400452486	0.098068754	-0.071104664	0.061388092	0.04433173	-0.164403775	-0.040038334	-0.024837321	-0.084684731	-0.07979776	-0.093576079	0.247811728	-0.400095236	0.365448651	-0.286133163	-0.1525918	0.39753596	0.376487163	0.012519786	0.001112547	0.437358811	-0.236450166	-0.074494706	-0.245315281	-0.127558121	0.004602259
Clostridium sp. DL-VIII	0.190123395	-0.052064983	0.043022987	0.038249651	-0.256022267	0.706728982	0.031444696	-0.007022458	0.587715555	0.140251223	0.490279013	0.432233648	-0.136739129	0.591284835	0.194957379	0.878793272	0.664350935	0.583733352	0.368156424	0.334352035	0.166172596	0.305146105	0.203855203	0.728957573	0.061104587	0.18774791	0.04872008	0.942214513	0.306347623	-0.09392233	0.223778881	0.019377187	-0.222335336	1.295941381	1.004931739	0.199541157	0.196188764	0.367769495	0.659582379	0.096386622	0.289494274	0.252147548	0.202711433	0.354968434	0.119010593	0.359526236	-0.286699544	0.600946034	-0.088188134	-0.170026006	0.666522409	0.723383423	0.421713531	0.363757007	0.655163903	-0.152372417	0.257540596	0.016124197	0.322207388	0.357877486
Fusobacterium varium	3.557606811	3.810898359	3.68249099	3.673013728	4.829216723	2.651541017	3.668575096	3.588902233	2.245154531	3.439450416	2.61618354	3.003488982	3.98553108	2.896562407	3.038353153	1.934192712	2.28146564	2.727405072	2.799670193	3.267304279	3.256570792	2.694263766	3.115496816	2.625988794	3.542569057	3.779022718	3.301528998	2.211926813	3.396016621	3.932731998	3.302991595	3.262814353	4.511380082	0.404659344	1.836147159	2.947935883	3.305607568	2.792421678	2.887141117	3.542551211	3.277556613	3.183134792	3.291970885	3.340352622	3.338030148	2.492508863	4.245784533	2.073234046	3.862783001	3.658426424	2.072682708	2.093738502	2.971653072	2.998596727	2.078787495	3.80121857	3.255345783	3.816977501	3.453293269	3.095290839
Fusobacterium nucleatum	3.262330261	3.318288184	3.383980189	3.347175121	4.13153698	3.068510301	3.354163791	2.879135407	2.28959113	2.966871364	2.234097619	2.941243218	3.315560447	2.83875336	2.485749417	2.027381635	2.168241077	2.665203779	2.515936634	3.030891222	2.612038178	2.080110405	2.719962865	2.596954468	2.913641611	3.609656802	2.663336529	2.538992321	3.216824373	3.449169171	2.885909583	2.749501321	3.786516723	0.924083083	1.934928002	2.662117159	2.914314972	2.07227096	3.005641465	2.99775955	3.236388926	2.855565906	2.756505661	3.346155077	2.707338994	2.181819034	3.394414802	1.79982051	3.042719724	3.001769907	2.188685116	2.247281985	2.599484308	2.497101527	2.497979682	3.017877849	2.799238567	3.39187515	3.397892055	2.936951165
Prevotella intermedia	3.991228689	3.874638047	4.129885977	4.056681355	4.828021545	4.349100114	4.073672286	3.104812156	2.951977079	3.433895654	2.539544101	3.759860977	3.722650921	3.651858847	2.707737441	2.678268439	2.680632881	3.402386117	2.983980334	3.737905085	2.812004222	2.113310836	3.155560354	3.360519079	3.227107617	4.573165835	2.865040087	3.585083423	4.036583426	4.057193815	3.377668617	3.072383783	4.328743518	1.522714266	2.578197668	3.153837197	3.43133468	2.037157037	4.031045754	3.414968073	4.162357482	3.406707856	3.103679829	4.365115904	2.947154498	2.491191184	3.66929006	2.030083922	3.23744326	3.283135244	2.878492051	3.000641801	3.047949148	2.796261507	3.535443944	3.216303569	3.233783972	4.042154137	4.386256919	3.668013932
Bacteroides sp. ZJ-18	2.22072545	1.920423952	2.073291006	1.988148447	4.405209913	1.930695823	1.960796088	1.07694456	-0.37015423	1.413295834	0.037921354	1.517993331	1.987472578	1.778513352	0.14594876	-0.252327493	-0.127851198	1.159399462	0.307821339	1.847125938	0.679761275	-0.683824935	0.63029798	1.413698233	1.276903382	3.122665031	0.386996605	1.227847143	2.250750258	2.188647157	1.330035496	0.282857525	3.409093359	-3.416694704	-0.091083842	0.160705439	1.264573169	-0.222628087	2.216337377	1.512240951	1.935716332	1.130697445	1.072421167	2.461634358	0.796631598	-0.819560326	2.091493883	-1.281204674	1.578642503	0.742074606	-0.577665274	-0.237903491	1.011338585	0.727006765	-0.250185869	1.158820672	1.252783586	2.285556058	2.653515782	1.437002511
Bacteroides sp. PHL 2737	1.18097918	1.079306752	1.266118776	1.210940877	1.865159473	1.424901785	1.22107934	0.503051734	0.334380888	0.751640454	0.067990258	0.989354343	0.975735669	0.931513087	0.183707772	0.157351654	0.160811685	0.726182874	0.387284301	0.989196134	0.28327773	-0.268984579	0.519333463	0.713681801	0.599673634	1.631122534	0.302014527	0.864109968	1.216480341	1.218850881	0.710239006	0.439529936	1.467921962	-0.799380776	0.099194043	0.49349831	0.743254329	-0.296231921	1.218522751	0.742846546	1.286716477	0.72051841	0.506563042	1.456119582	0.381834159	-0.013132709	0.940954767	-0.35141909	0.619395771	0.605478968	0.274421796	0.377975487	0.469475764	0.279087212	0.746277765	0.581351667	0.607259666	1.215917981	1.480075374	0.919768651
Pseudomonas aeruginosa	3.573152044	3.222742656	3.149434748	3.092787012	6.482447207	2.502614035	3.022245935	2.703378328	0.204646818	2.855534269	1.493780981	2.572817909	3.555411505	3.157913975	1.514495005	0.729308373	0.983710874	2.370419116	1.417933579	3.209293074	2.344032422	0.780243816	1.79969438	2.860483882	2.892888602	4.436805428	1.765518215	2.199013904	3.549783271	3.473572472	2.76631411	1.311556569	5.336018664	-3.522865717	1.130696479	0.957128443	2.582233496	1.700465618	3.439970679	3.065536842	2.820690844	2.364946555	2.663929676	3.492527677	2.384782396	0.033589715	3.835828497	-0.232653209	3.446036603	1.892705397	-0.085010198	0.35807276	2.59248446	2.418713537	-0.352357452	2.727622754	2.809967308	3.650623608	3.815468312	2.558294182
Shewanella algae	1.020842619	0.962624851	0.998214873	1.004639284	0.534022844	1.316274582	1.007950057	1.058222633	1.540138546	1.089933992	1.392323443	1.221885112	0.902517072	1.232306399	1.266941935	1.61531514	1.505465616	1.313963363	1.335228461	1.122447518	1.172190972	1.402651046	1.226825859	1.326168004	1.062633722	0.915927515	1.178839917	1.46642146	1.067626434	0.915295632	1.133972476	1.203392707	0.675303785	2.231480451	1.630348625	1.306238197	1.138379565	1.341814073	1.218753796	1.053280703	1.126440051	1.18272802	1.145317775	1.080728895	1.144264775	1.48269111	0.817855994	1.62065382	0.949829402	1.064953596	1.602182434	1.577628849	1.241042046	1.243923346	1.599768613	0.994008477	1.148283832	0.942611305	1.035865997	1.19664299
Parvimonas micra	4.966136548	4.898570606	5.406425585	5.252662177	6.85239527	5.511022612	5.300975376	3.213782911	2.704677952	3.830795872	1.744256954	4.383450197	4.589203493	3.989053427	2.308265506	1.862330201	1.98629962	3.512105249	2.813058869	4.343464274	2.484512941	0.987104699	3.266790781	3.280940287	3.422525366	6.17745005	2.730040488	3.694947468	4.991955246	5.307380815	3.659320573	3.247312174	5.828144633	-0.591231268	1.523055383	3.339850423	3.812464075	0.696768747	4.757028593	3.799190451	5.345041854	3.740137876	3.076846158	5.690771158	2.810794208	1.851667067	4.545320448	0.697653877	3.494887302	3.786242673	2.515805584	2.709418049	2.816061577	2.313311789	3.998157419	3.553645756	3.315446027	5.186163823	5.730661049	4.230967814
Mogibacterium pumilum	2.930413352	2.854455557	3.191767571	3.110646252	3.401689294	3.597882054	3.146418468	1.985888788	2.296052643	2.370875751	1.514269923	2.839353315	2.59526496	2.584140033	1.72355423	1.843126259	1.79528725	2.42787618	2.091887194	2.683230579	1.687800303	1.120035449	2.232148808	2.275489283	2.102042611	3.491699181	1.87213386	2.692551454	2.992171752	3.034707943	2.317565409	2.226136466	3.002011793	1.240254192	1.63513435	2.400266573	2.422734646	0.837587696	3.006406794	2.304594996	3.298613169	2.435331998	1.991868545	3.419017245	1.850615868	1.748584855	2.471526708	1.218706361	2.003713972	2.375656436	2.261443994	2.32620416	1.935260699	1.652279383	3.146188706	2.122367041	2.126723084	2.979604037	3.38057161	2.726386075
Streptococcus pasteurianus	5.029364262	4.85911778	5.787373905	5.546049675	6.975586995	6.604823428	5.643029005	2.253804251	2.566540044	3.330637124	0.519769146	4.528769175	4.188623133	3.806679262	1.248550277	1.208812768	1.192593855	3.2487529	2.231334035	4.204412886	1.27059324	-0.644990284	2.757357724	2.815802368	2.588727698	6.774792942	1.773224036	3.845856421	5.157843311	5.432703072	3.129505045	2.747673263	5.64712125	-1.292448726	0.610819351	3.129715239	3.420775833	-1.361559517	5.040524997	3.184807815	5.951767769	3.403851002	2.180720879	6.36610867	1.767752729	1.049725132	3.929878943	-0.619107742	2.440652829	3.33703168	2.393881691	2.619746037	1.918425917	1.09818309	4.923723999	2.711633178	2.56933882	5.252704464	6.312658441	4.230686005
[Ruminococcus] gnavus	6.393011556	5.132880849	5.53824192	5.37217058	10.10441221	6.632373872	5.272390293	3.763802522	1.70392975	4.70089399	2.845529373	5.408912665	5.221951429	6.554731653	2.245720922	2.953691383	2.736742023	5.181790288	2.84841665	6.018766738	3.435619284	0.924000611	3.113286167	6.219291114	4.33444085	8.17472462	2.361212304	6.085772285	6.717901881	5.552975709	4.743482534	1.84903134	8.092927237	-3.038894531	3.758899058	1.915862729	4.465789851	2.310192153	7.508943677	4.857585611	5.772725974	4.284949107	4.272260686	7.092236523	3.501642903	0.393182226	5.159748898	0.214470704	4.719540887	2.362276337	1.435214843	2.332281327	4.707318139	4.057783478	1.677617936	3.517355752	4.754068252	6.082720289	7.478851864	5.099855628
Uruburuella suis	0.712747833	0.929864783	0.911279675	0.919880628	0.444848177	0.65651263	0.940808918	0.93798988	1.091621323	0.844276465	0.831681049	0.755735674	0.895799811	0.516868606	1.029585008	0.767644168	0.847168956	0.667866571	0.969463203	0.676423174	0.878229837	1.060615159	1.006283177	0.466162015	0.86605149	0.584447849	1.082135932	0.498198119	0.649244848	0.919797743	0.806151853	1.21993552	0.622457839	1.31459329	0.590926131	1.192074468	0.867897858	0.813709475	0.450529327	0.825007819	0.830660066	0.878291844	0.814421216	0.66404548	0.911504218	1.226872928	0.923739073	1.086724176	0.840884565	1.234329121	1.098283412	0.978033063	0.686323453	0.735832231	1.228968757	1.0349096	0.760925245	0.8108086	0.616473907	0.795552101
Caballeronia insecticola	-0.463038826	-0.513521115	-0.67290373	-0.636543614	-0.55295208	-0.782277757	-0.663447261	-0.097139949	-0.340907508	-0.248802987	0.159187942	-0.446932156	-0.368866122	-0.223331918	-0.019344102	0.012969885	0.008856476	-0.215014287	-0.177801863	-0.331998798	0.067608809	0.255140813	-0.256465014	-0.056055435	-0.124084322	-0.677843929	-0.109723537	-0.281461389	-0.469223132	-0.594863177	-0.20850217	-0.342165104	-0.440762029	0.043483838	0.187918991	-0.421127509	-0.287226089	0.500578921	-0.401107078	-0.20545069	-0.698888762	-0.299348732	-0.053215642	-0.684767041	-0.025560326	-0.126135292	-0.315404727	0.183885446	-0.058872155	-0.412861662	-0.329622502	-0.309790956	0.022499248	0.140380897	-0.817230352	-0.201366362	-0.097141328	-0.523433326	-0.643536484	-0.4080426
Kosakonia cowanii	-0.385610754	-0.419061027	-0.447395726	-0.435283051	-0.595347277	-0.357562186	-0.440967358	-0.274015463	-0.15413128	-0.302528416	-0.081497779	-0.304803141	-0.404270639	-0.244529868	-0.174029464	-0.035736932	-0.077811835	-0.210273968	-0.189987636	-0.313113064	-0.188281288	-0.05074455	-0.251393198	-0.165668388	-0.279969095	-0.482442353	-0.230668344	-0.171205677	-0.370023735	-0.458309137	-0.275513342	-0.280992512	-0.511304636	0.209780524	0.014213614	-0.262854754	-0.294112875	-0.011600034	-0.29658519	-0.305093151	-0.406353432	-0.280249383	-0.230584284	-0.421202482	-0.223121255	-0.118615284	-0.422148255	0.013409705	-0.305798207	-0.351615249	-0.127532279	-0.132666471	-0.175663667	-0.143320414	-0.254769098	-0.324839681	-0.241404005	-0.43013621	-0.427806128	-0.304076639
Desulfobulbus oralis	0.251458172	0.456590588	0.270599087	0.314361922	-0.027301055	-0.192755726	0.310579284	0.855261667	0.678090942	0.594327181	0.915123476	0.269849727	0.574832718	0.222432373	0.987598367	0.64927087	0.758605527	0.380755222	0.748667235	0.317337436	0.925681294	1.262871644	0.736626775	0.309930472	0.74750372	-0.080183293	0.976935269	0.091680615	0.164079635	0.375671961	0.58144618	0.895554173	0.250204567	1.151207465	0.621708525	0.763352502	0.57205489	1.243509539	-0.024109739	0.623515112	0.126502827	0.561338189	0.741427775	-0.035285295	0.877534741	1.053584445	0.677776448	1.172687741	0.809014437	0.872484241	0.682478653	0.573660298	0.652111509	0.822881975	0.347263644	0.874947783	0.637862435	0.31846913	-0.037527019	0.358773261
Salisediminibacterium selenitireducens	0.22786344	0.317430883	0.330336689	0.335773771	-0.109884317	0.338059546	0.349167407	0.342074439	0.634813167	0.314328007	0.415536546	0.333635933	0.267866816	0.204605944	0.473067142	0.483143141	0.478090517	0.316096017	0.478330857	0.245680337	0.351421976	0.53300405	0.45543463	0.21005014	0.308216254	0.128027504	0.46733715	0.296034167	0.21514983	0.296231013	0.311350979	0.559456556	0.035363802	1.021464784	0.390340388	0.592051375	0.348595837	0.36896626	0.173227596	0.287035355	0.343923468	0.373177693	0.313030254	0.238454237	0.361141913	0.670105103	0.244161568	0.641307731	0.244862599	0.51212921	0.663783202	0.590707769	0.283763759	0.304875021	0.752981596	0.369843774	0.288837923	0.248312292	0.193218475	0.341608088
