	Methanobacterium sp000499765	Methanobrevibacter_A smithii	Methanosphaera sp900322125	Granulicella sp. WH15	Actinomyces howellii	Actinomyces pacaensis	Arcanobacterium sp. 2701	Mycobacterium sp. MS1601	Tsukamurella tyrosinosolvens	Humibacter sp. WJ7-1	Glutamicibacter arilaitensis	Serinicoccus profundi	Micromonospora echinospora	Nocardioides marinisabuli	Nocardioides sp. S5	Propionibacterium acidifaciens	Allokutzneria albata	Amycolatopsis orientalis	Amycolatopsis sp. AA4	Kitasatospora sp. NA04385	Streptomyces gardneri	Streptomyces olivoreticuli	Nocardiopsis dassonvillei	Bacteroides caccae	Bacteroides cellulosilyticus	Bacteroides sp. A1C1	Bacteroides sp. HF-162	Phocaeicola coprophilus	Phocaeicola vulgatus	Butyricimonas virosa	Porphyromonas asaccharolytica	Prevotella dentalis	Alistipes sp. dk3624	Parabacteroides merdae	Hymenobacter qilianensis	Hymenobacter sp. 5116S-3	Hymenobacter sp. 5317J-9	Larkinella sp. IE-0392	Aequorivita sp. H23M31	Amniculibacterium sp. G2-70	Flavobacterium inviolabile	Flavobacterium sp. KBS0721	Gramella sp. MAR_2010_147	Polaribacter sp. L3A8	Chryseobacterium carnipullorum	Chryseobacterium manosquense	Pedobacter sp. Q8-18	Pedobacter sp. SW-16	Halothece sp. PCC 7418	Tolypothrix tenuis	Leptolyngbya sp. 7M	Deferribacter desulfuricans	Denitrovibrio acetiphilus	Deinococcus irradiatisoli	Deinococcus puniceus	Alicyclobacillus acidocaldarius	Anoxybacillus caldiproteolyticus	Bacillus fonticola	Bacillus pumilus	Bacillus sp. N1-1	Bacillus velezensis	Virgibacillus sp. Bac332	Virgibacillus sp. SK37	Paenibacillus sp. B01	Paenibacillus sp. FSL R5-0912	Paenibacillus sp. N3/727	Staphylococcus muscae	Staphylococcus nepalensis	Gemella morbillorum	Gemella sp. oral taxon 928	Granulicatella elegans	Vagococcus lutrae	Lactobacillus taiwanensis	Limosilactobacillus pontis	Lactococcus cremoris	Lactococcus lactis	Streptococcus agalactiae	Streptococcus anginosus	Streptococcus equi	Streptococcus marmotae	Streptococcus pyogenes	Streptococcus uberis	Clostridium scatologenes	Desulfitobacterium metallireducens	Blautia sp. NBRC 113351	Butyrivibrio fibrisolvens	Cellulosilyticum sp. WCF-2	Coprococcus comes	Coprococcus eutactus	[Clostridium] scindens	Lachnoclostridium phocaeense	[Ruminococcus] gnavus	Caproicibacterium lactatifermentans	Oscillibacter sp. NSJ-62	Filifactor alocis	Caloranaerobacter azorensis	[Clostridium] innocuum	Turicibacter sanguinis	Selenomonas sputigena	Veillonella atypica	Finegoldia magna	Fusobacterium canifelinum	Fusobacterium hwasookii	Fusobacterium nucleatum	Fusobacterium periodonticum	Fusobacterium pseudoperiodonticum	Fusobacterium sp. oral taxon 203	Leptotrichia buccalis	Leptotrichia hofstadii	Leptotrichia sp. oral taxon 212	Aquisphaera giovannonii	Bremerella volcania	Caulobacter soli	Bradyrhizobium lablabi	Pseudochrobactrum algeriensis	Methylorubrum populi	Paracoccus kondratievae	Paracoccus sp. S8-55	Paracoccus zhejiangensis	Mameliella alba	Salipiger sp. CCB-MM3	Sulfitobacter sp. D7	Roseomonas sp. S08	Nitrospirillum amazonense	Sphingomonas profundi	Sphingomonas sp. PAMC26645	Casimicrobium huifangae	Caballeronia zhejiangensis	Cupriavidus campinensis	Pandoraea faecigallinarum	Ralstonia pickettii	Ralstonia sp. 56D2	Massilia lutea	Laribacter hongkongensis	Eikenella corrodens	Neisseria meningitidis	Gallionella capsiferriformans	Desulforapulum autotrophicum	Desulfosediminicola flagellatus	Myxococcus hansupus	Pyxidicoccus sp. SCPEA002	Aliarcobacter trophiarum	Campylobacter concisus	Campylobacter hyointestinalis	Campylobacter rectus	Campylobacter showae	Sulfurovum indicum	Ignatzschineria sp. HR5S32	Sedimenticola thiotaurini	Shewanella piezotolerans	Shewanella woodyi	Citrobacter freundii	Citrobacter pasteurii	Citrobacter sp. R56	Pantoea cypripedii	Providencia alcalifaciens	Providencia sp. R33	Legionella spiritensis	Acinetobacter towneri	Halomonas sp. THAF12	Pseudomonas alkylphenolica	Pseudomonas arsenicoxydans	Pseudomonas palleroniana	Beggiatoa leptomitoformis	Vibrio harveyi	Rhodanobacter glycinis	Lysobacter oculi	Hydrogenophilus thermoluteolus	Leptospira tipperaryensis	Sphaerochaeta globosa	Treponema medium	Treponema primitia	Spiroplasma diminutum	Mycoplasma nasistruthionis	Thermodesulfatator indicus	Thermodesulfobacterium geofontis	Candida albicans	Pichia kudriavzevii	Fusarium verticillioides	Pyricularia grisea	Sporisorium graminicola	Human gammaherpesvirus 4	Human betaherpesvirus 6B	Human betaherpesvirus 7	Human immunodeficiency virus 1
D3931	-0.060697269	0.212849131	0.172098065	0.175480361	0.423158611	0.369388953	0.217913145	-0.029681418	0.303466652	0.293265395	0.146798572	0.183232994	0.057623762	0.19265887	0.366485327	0.296507913	0.158246677	0.2695454	0.665755648	0.39411209	0.318478257	0.421188119	0.361743838	-0.305499361	-0.236243144	-0.087839019	-0.161143255	-0.015700253	-0.270976899	-0.040553752	0.0070556	0.086310973	0.076123094	-0.129713808	0.307526716	0.779569516	0.28696218	0.117614603	0.425859693	0.022407333	0.034112823	0.367198192	0.220508975	0.320508238	0.383951479	0.092318028	0.175973648	0.162827423	0.311821096	0.19848301	0.284501448	-0.060697269	0.484465306	0.38559508	0.158246677	0.157460595	0.179974673	0.807326733	0.246329598	0.183406829	0.260567567	0.226601818	0.254434829	0.568731943	0.439009901	0.399917615	0.349601991	0.472243368	-0.049657655	0.171085371	0.134374527	0.288443797	0.557550789	0.186834729	0.266837229	0.186259828	0.15046033	-0.048098422	0.087890444	0.407973313	0.239217397	0.469052377	0.416650921	0.485920959	0.19536965	0.111376323	0.233197165	0.279379259	0.231772829	-0.059060786	0.15778718	-0.037862586	0.197348151	0.152848019	0.1343542	0.371853417	0.065086157	0.187126472	0.25654619	0.076667787	0.134520876	0.067813107	-0.055013662	-0.102445144	0.087191886	-0.17518714	0.001492418	0.204965107	0.328205987	0.150217593	0.633069307	0.109261135	0.556225789	0.425859693	0.268328362	0.005290431	0.034824089	0.358187034	0.076403421	0.42679404	0.294343577	0.145826622	0.108091153	0.132948085	-0.060697269	0.549681167	0.362113625	0.517196094	0.113036387	0.566839519	0.002342229	0.227753073	0.200300151	0.213630623	0.110435295	0.492785041	0.217913145	0.426732673	0.224344115	0.165892763	0.66770942	0.217913145	0.088994724	0.218415842	0.180778227	0.124695811	0.608011486	0.407603643	0.312236428	0.250625449	0.067948306	-0.03910458	-0.060697269	-0.008874264	0.293928892	0.029848356	0.218811881	0.229553403	-0.058678391	0.10966731	0.034390163	0.415755937	0.217913145	0.389940074	0.208652145	0.659534041	0.158246677	-0.029681418	0.368399999	0.346535162	0.335686466	0.196478901	0.150600591	0.166060938	0.227200158	0.320985185	-0.034471897	0.150600591	0.199890539	0.153942089	0.362206071	-0.108712871	-0.16778456	-0.037921803	-0.11842419
D3959	0.145640862	0.210195945	0.31630584	0.214237106	0.552070671	0.319405396	0.328619397	0.165449395	0.468344321	0.445422352	0.540431822	0.385241015	0.502057176	0.390458083	0.434138531	0.489430639	0.367210554	0.437043564	0.397261323	0.304440631	0.384317048	0.284715789	0.385187933	-0.289763865	-0.283782342	-0.120001548	-0.143202252	-0.008487849	-0.383179757	0.046247779	0.01200453	0.236769378	0.138599418	-0.258018359	0.38347435	0.446045871	0.317196972	0.191220329	0.212966357	0.37651329	0.02058027	0.427682687	0.449221512	0.479086306	0.491579051	0.202478415	0.241673541	0.074835018	0.392205753	0.456101471	0.463162508	-0.094899921	0.404972521	0.534920235	0.37962497	0.165822168	0.218163539	0.617300982	0.324580676	0.273528005	0.478213183	0.509448126	0.372075015	0.479350171	0.429252813	0.38543807	0.436753249	0.359441898	0.023142553	0.244165771	0.253942803	0.587958937	0.489583528	0.370644987	0.384144798	0.398931286	0.333449134	0.058038624	0.170031091	0.407902252	0.260953859	0.441439208	0.445894423	0.599954326	0.319086572	0.244881676	0.501760745	0.27803604	0.337728536	0.125825929	0.355257831	0.101645782	0.442234455	0.188424352	0.24712377	0.537328308	0.05630876	0.243953012	0.348691703	0.056893179	0.191721244	0.19590036	0.009353172	-0.055629157	0.199610426	-0.130553061	0.09412946	0.327839355	0.360497337	0.221167987	0.581577546	0.275759653	0.320481699	0.360215129	0.313540721	0.142445927	0.211211928	0.311216805	0.173828236	0.310673487	0.30067879	0.216502834	0.227299636	0.299840911	0.29989811	0.468416999	0.24072578	0.631445619	0.132936125	0.284819434	0.08704447	0.277829209	0.207153257	0.23171684	0.257726867	0.508876287	0.328619397	0.461618246	0.482298503	0.43253403	0.493036582	0.328619397	0.235266336	0.333442556	0.128900065	0.146683815	0.627002656	0.262348106	0.195607793	0.214242363	0.414207113	-0.137978747	0.081017965	0.314743184	0.265368184	0.108896083	0.347803377	0.454124578	-0.101229832	0.266429255	0.128951901	0.3553873	0.291521068	0.383453453	0.140092598	0.567061201	0.367210554	0.370872372	0.413673427	0.564879848	0.503499712	0.312487111	0.04847534	0.215873465	0.292478444	0.29478263	0.029390978	0.04847534	0.237992244	0.214549758	0.394260596	-0.169972111	-0.186403867	0.020483419	-0.084255691
D3961	-0.033888889	-0.292927433	0.062210506	-0.071290195	0.133195699	0.073724425	-0.033888889	0.141437349	-0.07626589	-0.07626589	0.151976109	0.376435376	0.227200158	0.481262187	0.173258547	0.11055445	0.376435376	-0.07626589	-0.041851564	0.364759478	0.151976109	-0.060697269	0.481262187	-0.205024889	-0.235741229	-0.121743683	-0.191817993	-0.207104368	-0.287446343	-0.121297667	0.038815029	-0.155218574	-0.038822298	-0.199605274	-0.071290195	0.322745893	-0.07626589	-0.081087202	-0.041851564	0.075517194	-0.066119355	-0.066119355	-0.085784868	-0.048731434	-0.099351772	0.070447835	-0.094899921	-0.094899921	-0.090382769	-0.066119355	-0.094899921	-0.033888889	-0.090382769	0.471971412	0.376435376	0.061456936	-0.094899921	-0.060697269	-0.010170346	-0.090382769	0.008420826	-0.125285467	-0.081087202	0.197893525	0.227200158	-0.041851564	0.310363316	-0.054942916	-0.232544957	-0.002193604	0.060865747	-0.054942916	-0.048731434	0.207493993	-0.116733496	0.008420826	-0.061089596	-0.121962346	-0.038186593	-0.041851564	0.154646808	0.165369878	-0.081087202	0.062930995	0.028493202	-0.1538275	-0.019092084	-0.219750047	-0.064243158	-0.163732999	-0.137334072	-0.020225534	0.028163799	-0.126976304	-0.093781676	0.068487065	-0.025026136	-0.044721764	-0.038822298	-0.006216588	-0.000181417	-0.159542858	-0.199592322	-0.219982857	-0.138073164	-0.191817993	-0.14662106	0.018167987	-0.121015499	-0.036342794	-0.060697269	-0.1037511	-0.033888889	0.390614594	-0.033888889	0.049845167	0.084824423	0.322745893	0.132193075	0.152948534	0.169201921	0.174135066	0.141437349	0.151976109	0.482777778	-0.048731434	-0.066119355	-0.071290195	0.310363316	-0.033888889	0.097332353	0.249668901	-0.041851564	0.116312252	0.080879787	0.263365716	-0.033888889	-0.060697269	-0.1037511	-0.041851564	0.327286529	-0.033888889	-0.069112481	-0.060697269	-0.121015499	-0.159542858	0.169201921	-0.081087202	-0.071290195	0.133195699	0.197893525	-0.057624615	0.482777778	0.151976109	0.151976109	-0.036342794	-0.060697269	-0.090382769	-0.090382769	-0.1037511	0.462680636	0.376435376	0.5	0.197893525	-0.066119355	0.463094094	0.376435376	0.149678999	-0.066119355	-0.1037511	0.018167987	0.086881895	-0.041851564	-0.071290195	0.482777778	-0.048731434	-0.063440129	-0.041851564	-0.041851564	-0.027807332	0.207493993	-0.060697269	-0.185982118	-0.053056407	-0.066119355
D4101	0.174138089	0.268793897	0.275177609	0.303686003	0.484732824	0.358904222	0.158186508	0.029898219	0.366032111	0.142862878	0.32607837	0.106815775	0.313797665	0.131900278	0.331929361	0.337510259	0.100139789	0.276618165	0.50091783	0.257251908	0.281670551	0.401095953	0.104038197	-0.283677816	-0.047504679	0.09057177	0.035591905	0.206635795	-0.250833874	-0.0427887	-0.106001067	0.106616039	0.273483657	-0.021418276	0.451753902	0.387269937	0.280806327	0.215267176	0.466881246	0.120244813	0.104260501	0.361317841	0.449309719	0.405811489	0.309317836	-0.03742314	0.605158794	0.223577168	0.530610549	0.200518064	0.471951701	0.134259137	0.45781409	0.2431263	0.100139789	0.293232386	0.15886349	0.5387098	0.359107721	0.260223703	0.462833227	0.407006242	0.22264631	0.379028047	0.572359322	0.287395723	0.221351721	0.311203196	0.093455164	0.31406418	0.238297017	0.336116693	0.595241157	0.423340613	0.358883577	0.428236222	0.271869756	0.093465829	0.248066581	0.300309925	0.265928207	0.447279707	0.501272265	0.601875208	0.310638031	0.221846225	0.36536451	0.256749891	0.243392098	0.151621152	0.326948893	-0.066029627	0.24162348	0.139395341	0.265533961	0.516520926	0.072513388	0.104639601	0.161012023	0.151041565	0.199938507	0.152697646	0.098984564	0.062572105	0.257610708	-0.023176124	0.13467104	0.366657225	0.346620492	0.311625197	0.586961944	0.290356495	0.405170149	0.286629626	0.149678999	0.092550711	0.040297648	0.368728385	0.079962936	0.252153977	0.267377616	-0.057325627	0.122137405	0.146585689	-0.081087202	0.399885838	0.498257007	0.578569374	0.21542607	0.380976919	0.056948712	0.110149127	0.273168212	0.207635353	0.292699459	0.347323456	0.158186508	0.430301198	0.282814063	0.320337883	0.569345894	0.158186508	0.204027753	0.407762368	0.104380886	0.06615706	0.524384543	0.458396947	0.32200224	0.126463104	0.403777875	-0.059984691	-0.081087202	0.056972306	0.418084989	0.026455705	0.121582707	0.266605211	-0.01110855	0.176894445	0.000518709	0.300309925	0.158186508	0.238754324	0.381399288	0.587797402	0.100139789	0.034351145	0.648534403	0.491451836	0.29740308	0.14471811	0.273824866	0.181484545	0.166162299	0.41785394	0.042414757	0.273824866	0.259597355	0.212541806	0.384733846	-0.145232607	-0.171222294	-0.10111302	0.129825443
D4179	-0.041851564	0.282517371	0.075212748	0.116545861	0.46020526	0.188921534	0.376664073	0.073435845	0.282785672	0.282328182	0.296281611	0.287139898	0.174904222	0.139980058	0.117387782	0.167244378	0.298625494	0.480935793	0.998870269	0.287176838	0.103964479	0.416302086	0.361870124	-0.266606335	-0.198181473	-0.108549908	-0.104524225	-0.079860473	-0.166732611	-0.091804942	0.021780599	0.024324882	0.103173924	-0.197232526	0.52800447	0.54146975	0.104650714	0.073435845	0.287139898	0.005694617	0.13921514	0.346826729	0.233302289	0.541140888	0.315886814	0.132142349	0.194147678	0.188137524	0.371861626	0.132203388	0.342972884	-0.041851564	0.395852699	0.139980058	0.298625494	0.174432665	0.212966357	0.649917326	0.189959931	0.209718572	0.221262435	0.185836772	0.468194555	0.630420208	0.424357784	0.648559593	0.240726302	0.474374485	-0.112562703	0.043344358	0.059573457	0.466513973	0.851914598	0.368626902	0.245783856	0.265819295	0.15496287	-0.185056458	-0.008520954	0.626341555	0.078194893	0.359620357	0.466881246	0.302188138	0.107625777	0.090987464	0.153378794	0.277804624	0.144212232	-0.142919332	0.120473425	-0.194671685	0.161931279	0.140733436	0.026614515	0.323286229	-0.089896645	0.110381214	0.176970306	-0.009066483	0.022329645	-0.035453044	-0.102549187	-0.21904618	0.03034356	-0.156074319	-0.091743023	0.095635841	0.214482177	0.130055036	0.700982259	0.290798904	0.809587625	0.287139898	-0.041851564	0	-0.046416919	0.23069604	0.233302289	0.283014416	0.276495191	0.110051046	0.254234678	0.30302958	-0.041851564	0.841884336	0.360850232	0.336647953	0.240726302	0.390385897	0.122278394	0.148831135	-0.051685182	0.204839031	-0.095574933	0.768402129	0.376664073	0.392134992	0.290052069	0.31011109	0.437027343	0.376664073	0.055680562	0.407427164	0.085148135	0.056601823	0.488141252	0.247777577	0.32197448	0.460861915	-0.081655034	-0.03787041	-0.041851564	0.097673999	0.517191833	0.11572761	0.407700239	0.062315795	0.043407576	0.290612195	-0.081655034	0.671907362	0.376664073	0.362125096	0.13921514	0.535100658	0.298625494	0.073435845	0.361105205	0.290612195	0.274743503	0.042071078	0.287139898	0.110051046	0.390614594	0.54146975	-0.043450018	0.287139898	-0.051685182	0.131680751	0.599058556	-0.074958952	-0.09893053	-0.035453044	-0.081655034
D4198	0.237813888	0.080739406	0.195520355	0.339796962	0.279037074	0.080543456	-0.060697269	0.02745928	0.305125393	-0.013518739	0.289864976	0.17449461	-0.108712871	0.03975207	0.202168726	0.130788422	0.17449461	0.138256056	0.150600591	0.288084351	0.133031022	0.224158416	0.085975407	-0.151572715	-0.077075861	-0.053198279	-0.044093669	0.13198508	-0.174784193	-0.072934681	-0.113148521	0.163732029	0.149405775	-0.114152247	0.198854485	0.113036387	0.03060377	0.140470882	-0.074958952	0.315259669	0.38531774	0.045206424	0.22562289	0.328139386	0.190725536	0.149586948	0.189762894	0.189048426	0.237367359	-0.11842419	0.071089639	-0.060697269	0.202573138	0.056300025	-0.074958952	0.182101892	0.343302224	0.052079208	0.210612402	0.073864004	0.180251446	0.15707626	0.116979706	0.237680401	0.236237624	0.150600591	-0.087281261	0.073240204	0.141834678	0.26716463	0.128116889	0.275645583	0.334816641	0.187481856	0.093177224	0.421322428	0.092908417	-0.065327707	0.190376027	0.17449461	0.159844208	0.363694387	0.395064435	0.1672088	0.190627167	0.048792442	0.115100339	0.184922462	0.083598629	0.14350645	0.181744395	0.343526218	0.034569113	-0.049408533	0.091725638	0.155768198	0.094149787	0.03862963	-0.039765796	0.128309852	0.031626486	0.096142924	0.09862334	-0.070584704	0.206698823	0.092937475	-0.018884825	0.155032914	0.181214588	0.168815415	0.419009901	0.271257353	0.227200158	-0.074958952	-0.060697269	-0.090069595	0.127402213	-0.087281261	0.090371279	-0.136597315	0.199048911	0.01901328	-0.011745588	0.162971296	-0.060697269	0.106359132	0.210223738	0.00418641	-0.087281261	0.217913145	0.11923061	-0.016400337	0.158656288	0.220412548	0.058853377	0.085285582	-0.060697269	0.247722772	0.285135007	0.174904222	-0.031828398	-0.060697269	0.132136977	0.230693069	-0.016457052	0.046956115	-0.013518739	0.140629606	0.00418641	0.279195798	0.050753224	-0.135566233	0.268328362	0.198302477	0.35463881	-0.013776164	0.242178218	-0.015922779	-0.050717001	0.138641143	0.220207979	0.158246677	-0.060697269	0.062031719	0.554495155	0.181759976	0.17449461	-0.020951589	0.198298117	0.274506755	0.201287205	0.237346512	-0.074958952	0.170596216	-0.060697269	0.349601991	-0.118455976	-0.074958952	0.158656288	0.105414341	0.220023086	0.10039604	-0.105039345	-0.215485069	0.19238153
D4224	-0.048731434	-0.082568549	0.163064737	-0.102513643	0.381917736	0.018396121	0.298779614	0.187518168	0.085297782	-0.109668577	0.231222911	0.551335582	0.327185493	0.475835804	0.661086955	0.081607028	0.842213197	0.049640513	0.240233011	0.359553184	0.426189271	0.313830983	0.27877699	-0.327852812	-0.261084248	-0.131732997	-0.151221395	-0.079598182	-0.331757423	-0.015947266	0.190363823	0.028391346	0.122186829	-0.15411713	0.061970337	0.171453188	0.231222911	0.027525603	0.221159069	0.230228019	-0.095078095	0.088954798	0.017924401	0.179781735	0.284225468	0.23669071	-0.004216097	-0.00920658	-0.001242866	0.082497504	-0.00920658	-0.048731434	0.168142077	0.51034893	0.531439487	0.099624164	0.117276335	0.364387342	0.11972198	0.169029838	0.243803425	0.152247929	0.204721669	0.304606168	0.327185493	0.23069604	0.437966686	0.150112609	0.065034946	0.134059941	0.083424996	-0.079006636	0.171453188	0.495875684	0.078579296	0.138662275	0.265551058	-0.045944362	0.102766491	0.54146975	0.143580896	0.282122587	0.21007387	0.140468441	-0.041345041	0.049197579	0.270294269	0.063716713	0.076900917	-0.152360779	-0.033825838	-0.119293068	0.143211529	-0.024246232	0.042780982	0.372897648	-0.206185804	0.109872367	0.217281842	0.042908686	0.079957622	0.037341019	-0.022190116	-0.108322132	0.083281768	-0.128836649	0.047905085	0.31770576	0.250065663	0.163831243	0.341493896	0.096281618	-0.048731434	0.532097209	-0.048731434	0.197985567	0.319853555	0.732624928	0.342861615	0.232421475	0.421095375	0.244730315	0.353818684	0.213743857	0.322745893	0.179781735	0.088954798	0.288634724	0.437966686	-0.048731434	0.052250562	0.207383112	0.23086047	0.173113543	0.096736941	0.371460709	0.298779614	0.327900913	0.101173148	0.240233011	0.370437616	0.298779614	0.093387239	0.113274861	0.032506284	-0.026058121	0.439073831	0.21102962	0.068062337	0.359170884	0.094744097	0.069007974	0.322745893	0.213743857	0.219536915	0.044103094	0.106359132	0.029118586	0.137247968	0.096444669	0.291802911	0.540976458	0.682639519	0.285234284	-0.095078095	0.250822315	0.842213197	0.348275333	0.082497504	0.25395194	0.260951139	0.436409078	0.221159069	0.251032384	0.681840643	0.171453188	-0.1767658	0.221159069	0.551828873	0.069766302	0.27922232	-0.087281261	-0.184911301	-0.159303771	0.0886208
D4357	0.257714632	0.023126877	0.29144021	0.191528267	0.45553834	0.185237873	0.217913145	-0.029681418	0.019987828	0.182627376	0.18868178	0.17449461	0.057623762	0.362113625	0.322876887	0.539265305	0.407700239	0.15301885	0.165892763	0.384271192	0.14713032	0.397227723	0.203937364	-0.25647618	-0.183221502	-0.137944375	-0.191296302	-0.057190103	-0.293387753	-0.05938228	0.088939398	0.212626576	0.133953923	-0.246527901	0.00418641	0.564466517	0.127640114	0.250625449	0.408656	0.400285683	-0.11842419	0.565034076	0.22905761	0.349601991	0.294770274	0.235027416	0.19283511	0.049941364	0.230290569	0.37977094	0.342087628	-0.060697269	0.213778057	0.384578167	0.158246677	0.148727828	0.295504266	0.457425743	0.190134542	0.197412978	0.322735923	0.278715332	0.280148143	0.224552973	0.45009901	0.158246677	0.334816641	0.275645583	0.143800294	0.332884271	0.269846884	0.104644226	0.342924736	0.197835884	0.25033445	0.283865373	0.301032195	0.135167846	0.184197063	0.407700239	0.353830963	0.473413221	0.416492196	0.264826246	0.238361282	0.05715089	0.243420473	0.087907247	0.182929842	0.187315838	0.167390719	0.283764731	0.284517626	0.060810502	0.33233312	0.275183714	0.028040263	0.085666885	0.116570589	0.075077169	0.213478781	0.128822595	0.059501341	-0.026840628	0.097297684	-0.028036138	0.160205312	0.306013901	0.217557245	0.205896257	0.60950495	0.279787033	-0.060697269	0.408656	0.24776426	0.237275849	0.181477647	0.106359132	0.094645597	0.127888925	0.147710879	0.302293704	0.103805601	-0.008874264	-0.060697269	0.113036387	0.198298117	0.186295254	0.113036387	0.24776426	0.004349854	0.359220293	0.416711697	0.099222505	0.177469065	0.079262893	0.217913145	0.610891089	0.382413973	0.432413482	0.246841822	0.217913145	0.143309714	0.248514851	0.104227998	0.088335494	0.15218948	0.250625449	0.160827925	0.112852878	0.236755934	-0.102213953	-0.060697269	0.325444969	-0.004229789	0.075137497	0.262178218	0.25476447	0.052486199	0.275319106	0.203105344	0.165892763	0.217913145	0.214568732	0.213829158	0.533941735	0.407700239	0.262212313	0.379123813	0.419917485	0.345037063	0.294218223	0.150600591	0.463993798	0.227200158	0.106359132	0.033154499	0.150600591	0.158656288	0.114005378	0.222241806	-0.108712871	-0.234170282	0.117892193	0.029028256
D4381	0.124099896	0.257972786	0.142337628	0.241048213	0.331414209	0.303502659	0.109739252	0.181770986	0.481331443	0.183345835	0.438719321	0.202522483	0.217627175	0.270145226	0.346404534	0.449007059	0.196512329	0.179455683	0.396867215	0.316352529	0.297806063	0.174901945	0.237056688	-0.228170119	-0.161538777	-0.070751068	-0.139998039	0.158854637	-0.26506528	-0.025083541	-0.126444606	0.28541033	0.252930614	-0.108046342	0.392474323	0.429525654	0.347240912	0.15886349	0.206759149	0.309075522	0.189325139	0.391859009	0.324495897	0.310614505	0.320669124	0.028298303	0.262760363	0.285548567	0.390663102	0.156370023	0.361363168	-0.094899921	0.516734936	0.390858347	0.196512329	0.267894763	0.061378635	0.603583182	0.355638356	0.217567005	0.428396544	0.311951258	0.169057326	0.513772924	0.419536038	0.213951628	0.268969791	0.219475696	-0.007166726	0.149746987	0.102908034	0.246483314	0.472891225	0.270278647	0.457199639	0.40109915	0.191755385	0.010897274	0.12594255	0.225577827	0.163036746	0.3185235	0.364458273	0.462758404	0.287654053	0.242883719	0.436870397	0.309642793	0.313613019	0.151493385	0.305443492	0.207094512	0.212136835	0.067860934	0.086736273	0.348522098	0.116752982	0.183569415	0.199802887	0.174773399	0.194495848	0.15799195	-0.005238538	-0.047608209	0.133024153	-0.042567601	0.0712443	0.224669822	0.179393983	0.309954124	0.451758577	0.205146618	0.320960387	0.35400792	0.09430156	0.087233218	0.142769353	0.316723544	-0.005562944	0.182986744	0.287392426	-0.009377594	0.028176221	0.181849622	0.081017965	0.305279852	0.264474811	0.386810005	0.132936125	0.291760412	0.101934185	0.242420539	0.041085807	0.173362071	0.276214988	0.364020775	0.109739252	0.317867138	0.387455746	0.243017127	0.382356024	0.109739252	0.299805425	0.193263791	0.217000144	0.158716315	0.512482579	0.358502323	0.087356376	0.242475853	0.289958322	-0.25077248	0.336996439	0.334313639	0.423039018	0.066915794	0.35916343	0.219056462	-0.177298491	0.098775202	0.145896434	0.367407608	0.291521068	0.380051204	0.413273163	0.534208155	0.196512329	0.17340975	0.409203806	0.470037091	0.441175148	0.26905032	0.04847534	0.097803896	0.292478444	0.32119777	-0.083776171	0.04847534	0.084142155	0.204622329	0.677047511	-0.169972111	-0.085185601	-0.064025775	-0.065376546
D4433	0.198667756	-0.210157639	0.334189227	0.318493833	0.246979566	0.071483589	-0.066119355	0.154945777	0.270185601	0.014636021	0.150658093	0.13921514	0.050660778	0.171644368	-0.000244306	0.326408214	0.13921514	-0.014171386	-0.081655034	0.090625865	-0.023154341	0.203567578	0.031592577	-0.211714397	-0.147373857	-0.093423491	-0.149834575	-0.018288334	-0.199315586	-0.164067738	-0.14124687	0.145576022	0.087095849	-0.222012786	0.185021219	0.115451972	0.009757348	0.222600245	0.147756728	0.280108056	0.235520069	0.198316789	-0.055659901	0.101646722	0.194944036	0.009447245	0.031454124	0.042728242	0.108407256	0.198316789	0.187056973	0.207958532	0.182124191	0.181312041	-0.081655034	0.106126915	0.024516205	0.085975407	0.152240714	0.197817431	0.427397602	0.273005514	0.396219544	0.058955546	0.219468406	-0.081655034	-0.095078095	0.09841044	0.108187146	0.368957233	0.269385092	0.061657153	0.101646722	0.015796288	0.012564125	0.248046318	0.263529398	0.146867339	0.298813561	0.13921514	0.36574049	0.286978334	0.074323584	0.097277738	0.137223273	0.034534375	0.241054303	-0.147629336	0.071048187	0.251883139	0.036108783	0.341727118	0.155371336	-0.146768191	0.239410723	0.166174902	0.150113713	0.061051962	-0.000689553	0.023713345	0.199833225	0.054882431	0.082842657	0.050218455	-0.009655338	0.034397352	0.07980396	0.325773759	0.170628153	0.333177512	0.18711207	0.358012418	-0.066119355	-0.081655034	-0.066119355	0.100091405	0.158513791	0.108549347	0.076220569	0.120456779	-0.018585424	0.129889456	0.09551655	0.149109308	-0.066119355	-0.095078095	0.03141994	0.000244306	0.108549347	-0.066119355	0.036032868	0.100153151	0.354603399	0.076607794	0.16756138	-0.107197087	-0.066119355	0.197466097	0.274988175	0.139980058	0.097244475	-0.066119355	0.181658193	0.400756335	-0.02435882	0.004582214	-0.148799551	-0.03994059	-0.139091656	0.113374958	0.171299094	-0.190334406	0.245895867	0.322921742	0.159176413	0.196320957	0.266246423	0.192999331	-0.077915564	0.234914045	0.332239965	-0.081655034	-0.066119355	0.042123435	0.182347864	0.321832684	0.13921514	0.110707312	0.171299094	0.150625634	0.064083778	0.186189733	0.147756728	0.125247639	-0.066119355	-0.095078095	-0.075956755	0.147756728	0.362125096	-0.099889964	0.058955546	-0.11842419	-0.101975498	0.016141892	0.001553733
