PG.ProteinGroups	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T21	T22	T23	T26	T27	T28	T29	T30	T32	T33	T34	T35	T36	T37	T38	T39	T42	T43	T44	T45	T46	T47	T48	T50	T51	T52	T53	T55	T57	T58	T59	T60	T62	T63	T64	T65	T66	T67	T68	T69	T70	T71	T72	T73	T74	T75	T76
Q99615	20.24025562	17.66678149	17.37293332	18.65672086	19.6617307	18.16392264	17.73387182	19.42282818	24.00711908	20.36268576	20.07868083	19.27659045	18.2252607	20.07330331	18.70015033	18.15446353	19.36578565	18.57183294	19.01483096	20.46087518	18.88714902	17.75605814	18.69396427	20.95957105	19.34205879	18.84352432	18.73705224	19.11315125	18.25819882	17.49825284	17.90707715	18.80933421	19.31054497	19.56576649	19.57704163	18.6399228	18.57859509	21.02392842	18.10501809	19.15943392	19.28768209	19.73593381	18.99488176	19.8500858	18.1123326	19.91147437	20.31019297	18.91967752	22.82791803	19.58197942	20.05435309	19.97228972	18.39563062	19.86021215	21.16381119	18.94786716	18.38597783	19.00740032	19.35411282	18.46930024	19.38789479	18.22934927
Q99626	18.54826596	17.9497626	16.91670455	18.13575531	18.92196312	19.29698144	17.26613098	18.39977259	0.591113678	17.74385813	18.44396273	0.589688901	0.579551562	0.577761261	0.586162916	17.82071878	15.09599091	17.77902146	17.40814805	19.23090951	21.40502561	16.96927365	18.69392727	20.19839978	18.37584218	18.39395508	18.51570898	15.93946103	17.95734422	17.69259943	18.3731462	16.84665583	18.02655417	19.14002527	18.6000827	16.08302721	16.69916521	17.78497525	16.68771249	18.11612849	17.55333293	19.88245154	18.49131341	19.36040627	19.83931702	20.00319293	17.50390203	18.4435925	20.63152968	17.46102786	19.28826089	18.99034863	17.71825954	18.02981277	0.578929128	18.77904441	0.593399193	18.17611805	18.8045155	0.577128507	22.87856137	17.54220131
Q99638	0.593345014	0.579911469	0.583985362	0.577296127	0.57905313	0.576416954	0.581292888	0.591328358	0.586160305	0.58201158	0.580481135	0.58123687	0.592575507	16.6005562	0.592285904	0.593664483	0.576566389	0.583080218	0.590792328	0.591575577	0.582453837	17.42479305	0.585290762	0.593033907	17.81513875	0.587514089	0.587305065	0.580974219	18.13548259	17.66688971	0.588649121	0.57891234	0.589590069	0.584997121	0.57925786	0.588820327	0.578957231	0.593209582	13.62746175	0.591391286	0.58597742	15.25050806	15.64016063	0.592524429	0.592767142	0.585419433	0.58649784	0.585252858	0.590461151	16.29438573	18.51963565	17.53720145	17.58349314	18.07856015	0.594232709	0.593411002	0.582019891	0.594105844	0.58405374	0.58067201	0.583210918	0.592165765
Q99650	16.9805559	20.17794504	17.53946129	17.90939167	0.583310798	15.84004439	16.67392204	16.43167906	0.589865572	0.582089697	15.86294405	0.594226979	18.26941023	17.48679415	0.589867236	16.91657873	14.99862873	0.592852228	16.99551763	19.23869191	17.81278093	1	17.53341315	0.589538872	17.85305822	15.19234279	16.33767212	15.52984468	20.8578844	19.51710851	16.97332434	15.30319225	16.43714553	0.585642792	0.590234315	16.04290575	18.60768836	0.578732446	0.591254121	0.579439425	0.57567833	15.42236869	19.24037326	19.9055934	0.588467251	0.584664272	0.583167927	16.69080826	0.58277176	0.577343791	0.587285295	0.577897049	15.02148835	13.20973416	0.584073667	1.755962108	0.594063556	0.586914224	0.585255737	0.579727294	0.579283568	15.69627204
Q99653	19.40962776	20.18424081	21.96405411	20.88144663	20.23771719	20.03855584	22.78170529	21.59606961	0.593864946	20.74376292	20.6794466	17.72309959	18.48259885	21.45735883	19.64537456	21.70421406	22.4263235	20.88160346	21.78595307	20.58464739	22.12790209	20.54325879	21.31100142	15.3185959	21.049182	20.78088344	20.13876473	20.90240456	20.76426044	22.00537715	22.11489643	21.6045521	21.15432584	20.74100915	19.73360355	19.65069757	20.55290206	20.33622541	21.67188115	22.44796578	20.11666267	20.04739521	21.34395814	20.75242894	22.92176731	18.24882343	17.47763106	18.90575855	21.10580447	20.85338038	21.73245263	21.00619731	22.35693871	21.68275043	0.592986666	22.12346533	18.75886671	20.91351627	21.28954178	25.00035153	23.53004073	21.80931714
Q99674	19.82755854	20.00991044	19.27721999	19.4071705	19.28570205	20.16193023	19.23532594	20.04822243	0.589269446	22.4165593	21.9402963	21.35297905	20.54055991	18.42293107	0.593619345	22.26232429	20.75088901	20.77988424	21.57728452	20.6923056	20.64410701	20.76336344	21.44734068	21.33883266	18.99864552	20.74839618	21.79637842	20.84204336	19.52784004	19.07482924	21.10454085	21.74802154	22.24158405	16.76430864	20.72286578	22.57310523	15.27073432	0.59187685	20.67083051	21.27730727	18.14901955	20.73345046	19.82053426	19.53061423	20.64050797	20.31471586	21.34240908	22.01080774	22.4679484	20.40739627	20.22864477	18.92763891	18.87204394	19.62785646	0.57736839	22.17648926	0.584145276	20.49312958	20.02022275	0.575352484	20.90745257	20.98612692
Q99698	18.31018076	20.0030426	18.81297233	18.02136313	18.54793521	18.45249237	16.79492546	18.94280978	0.58221664	17.32082341	14.90989583	18.9907917	15.27191506	14.98409271	0.589201877	16.22765487	19.01830835	17.1174088	17.21532666	17.41172561	0.577328486	16.54310878	18.68210615	0.579422281	14.03912087	17.84305787	18.52409545	18.00717137	14.21942291	16.11650087	15.20764383	18.95127164	17.22336468	17.47662447	16.5185241	17.51155675	21.4744932	15.76794225	18.58416646	20.17362621	18.72815096	17.97575335	18.08302754	18.81615887	16.03111559	19.1543277	16.79509397	19.29863303	18.96657172	24.15256082	15.87110942	18.49186716	17.77400179	14.67807451	0.577375696	20.50368249	20.9361363	17.71264517	15.7863149	0.584255514	0.587200348	20.28916688
Q99707	21.28319591	18.87658308	18.29147932	17.74366854	19.06753218	18.83255745	19.92309858	17.97491421	0.580119939	0.578427802	21.71132059	21.27565124	20.10927034	18.69378342	0.577471299	18.41017092	18.958442	20.98307153	21.65441096	20.26920217	18.50738951	19.56167135	18.88880855	0.581343338	21.97801554	18.83681452	18.8262552	21.48296769	20.08142362	18.68399434	20.71224108	18.37894067	19.67264104	19.85703485	19.22849035	21.70202014	17.50150387	20.6393533	18.94868947	0.580325895	22.23606238	21.24285369	21.44826606	20.45432314	0.580957845	0.583410646	0.587173479	20.21922053	0.588499694	17.36391069	21.81313492	22.27412175	18.89785219	22.33995626	0.586986001	18.34024334	19.51658866	22.71587634	18.81570567	17.73383014	18.74801437	22.00079056
Q99720	21.77944264	21.02317058	22.68812212	21.24170609	0.57785167	20.84075661	20.33821068	21.05967387	0.577237163	0.588530564	21.13186324	0.592644688	0.579192934	21.74488895	0.593793488	20.60564454	0.588473053	0.580982673	0.589031412	22.88362084	21.06109724	20.61582998	19.53885449	0.581608601	21.06164576	0.589541043	21.72093486	17.69363158	19.88382618	20.72483336	20.77264994	21.2458183	0.587644106	23.95344232	0.581473143	20.9519272	22.05103548	0.591839916	0.590540534	0.584394078	0.580712915	21.11191156	19.55108441	18.2650049	22.02773004	0.576855497	16.74865189	20.67747438	0.575737897	20.95947996	20.12588891	20.23748599	19.99206953	20.30484607	0.576210387	21.64088987	0.592521397	0.583814191	0.587591278	0.58140902	19.35854805	0.592069053
Q99856	18.16992836	18.41581512	18.46637175	18.49222948	19.19849765	18.94734363	19.65730373	18.97195948	0.58444371	0.585444369	16.92018301	0.585510955	0.588979822	17.37389944	19.66933968	17.69643082	15.53204696	0.594546614	0.588618706	16.78604922	0.580047742	18.52846258	16.98098135	17.4416636	19.19428359	19.27541667	19.049967	17.14910641	16.68648578	18.16079408	18.98884484	15.87239834	0.585198279	0.577729628	14.53275209	0.58144714	18.0439466	0.588509617	16.54177938	19.20670617	16.91671083	19.70806382	18.56656102	19.47142715	19.7628674	19.79916974	15.98347049	14.72007503	20.42047582	19.78567705	18.92145117	19.83673835	16.62528433	16.038626	0.589074927	0.58141474	0.577187062	17.00653805	19.85171359	0.584057887	0.57742531	14.29660735
Q99895	18.80078914	0.587524115	12.89599382	16.38314778	18.27740773	0.581710893	0.577103999	16.4256458	21.35730903	20.01673553	20.48971593	16.94955451	19.1942845	18.71176852	21.42112743	17.929669	16.10750365	21.34335368	18.66112634	0.578843428	19.64824763	0.578472012	18.18440201	18.18642198	0.5783783	17.61144013	19.11545616	20.41875866	19.52013019	1	17.9761108	18.7216318	19.01175276	18.49836047	1.354591068	17.41627219	17.05929296	20.63540804	0.588579749	21.40087722	0.584087021	0.584210713	0.58802981	18.14710289	20.36785596	0.579456607	20.59119486	0.592772114	19.89773691	17.92216425	0.57567609	17.01548243	14.35262325	17.1442817	21.11113392	20.39433133	0.588339343	18.20281375	22.69688212	18.58666859	15.50077357	0.576103439
Q99983	0.578359763	20.1457596	18.22140539	0.590104217	0.576744892	0.585746118	0.586839623	0.594032925	0.584093597	0.57558697	0.592202553	18.22436475	0.58218505	17.08104127	17.60459655	0.588860494	0.576538074	0.585734399	0.582827149	0.584907741	0.586123088	18.53930521	0.587245458	0.593855514	0.590236993	0.594253641	0.579849358	0.586328102	0.584114963	0.580165797	0.590775391	0.579986534	0.585250218	0.577206532	0.591756046	0.590872646	0.581393535	0.577461036	0.584649613	15.49358271	0.581472687	0.579115952	0.590128155	0.575776529	0.575404247	0.587485299	0.578284729	0.593888992	0.581710464	0.586886344	0.594529931	0.58938884	0.580181537	0.579563017	0.583319054	0.576308171	0.579194553	0.592186741	0.5915938	0.589303734	0.58730387	0.583812602
Q9BPX7	17.69215829	16.62006351	16.97575956	17.43779499	23.1889543	23.02839696	19.77091932	17.47368779	0.589352468	0.578711676	18.45537125	18.26759353	0.582959119	19.58682467	18.4558453	17.8988677	18.85177868	0.576993772	22.96748838	17.67643534	20.65581697	17.64603754	21.78258966	19.65185513	19.74342961	17.90477379	17.39789355	18.16255007	20.06408142	20.28988113	20.4803138	23.21540769	13.09349123	17.74373211	17.41092073	14.4421242	17.62688696	19.94161094	20.25321647	17.49963194	17.90851815	16.61072378	18.2675791	17.00247511	16.5979991	22.31693002	0.583460521	0.583279519	23.78015716	22.62187939	18.45929515	18.49421923	17.80696	22.21428206	22.86578942	18.98932979	18.54766438	19.81311231	19.30351739	0.593260731	0.587735847	19.58534643
Q9BQ13	0.590417197	20.83262882	19.85611697	20.03546682	19.64484482	21.74999368	19.23942037	18.38340793	0.586913453	19.42101607	19.77684895	0.579858738	20.52144828	19.14553479	0.590971788	21.69468361	20.43411597	21.68892748	20.94705713	17.43434037	21.79314565	19.18407445	21.061654	20.36842853	18.85812522	19.5348843	19.17037958	19.00970255	17.74931563	18.63610272	19.37714154	18.20514294	20.74817606	19.81329377	18.67583991	20.13102106	18.74997844	0.59027489	19.33404518	19.31629369	0.585654507	18.38969225	19.23164396	19.83622925	20.84217115	19.34136137	17.38592426	20.22793435	19.07679603	20.2089968	18.81789669	18.90409489	18.53314577	20.03293391	0.577872987	22.81336522	22.56805364	19.93227667	20.09299161	0.577069932	18.32665482	19.44514888
Q9BQ39	18.94334256	19.57181813	19.75827253	20.27673626	19.50668373	19.30184712	19.41589221	19.38798377	21.0701021	18.81841132	19.5759933	20.12571931	18.43333813	18.8131867	18.14780767	19.97211063	19.24540604	19.0029029	19.08384011	20.72345545	19.63546306	19.80314474	18.9960544	19.22006903	18.98063426	19.03223276	19.73908723	18.2027471	20.13131754	19.77860135	18.17446797	18.63106912	19.75614246	19.76188211	19.54147018	19.62988719	20.81531713	18.97077453	18.94346633	19.25206538	19.28264589	19.59394192	18.95591724	19.03530756	18.77320925	19.77439297	18.68725169	19.05868559	20.10706986	19.60688839	19.97743724	19.97320906	19.14631789	19.68149258	19.64731173	18.20616421	0.577603309	18.69684032	18.85910942	0.590234639	17.90627582	19.43685563
Q9BQ52	19.69881063	19.00030885	18.67919121	18.52115267	20.15433944	19.6830234	18.77319868	18.87901854	18.05612318	23.35135391	17.02139346	18.47335138	19.12461137	18.91702483	21.03681619	18.16209917	18.29687365	18.47531498	18.16428381	19.13228493	19.4258399	18.10482075	18.8156489	23.93826882	18.64219264	19.06804167	19.37785326	18.25991649	19.02511134	17.73003244	18.44450171	19.2317374	18.26431832	21.95784793	19.61341461	18.0010903	19.09087095	22.08369584	19.78976555	18.79674388	19.16316794	19.42890348	18.00252216	19.02724189	18.94398876	20.83448195	21.09854843	19.30234607	21.72086902	19.39908035	18.55801764	19.12760774	18.75699032	18.72138878	21.97220048	18.84217144	20.06942535	18.87390243	19.43952592	19.05334657	18.31674735	17.92079443
Q9BQ67	17.51950764	19.26785396	18.99620865	18.63351756	21.6220735	18.94575503	19.33437627	19.61062726	17.06202373	0.592700244	17.39608041	19.35015281	20.77905573	20.19717199	19.99103461	18.6633455	19.31028646	1.792336248	19.20108877	16.15675695	18.3602372	19.13673334	18.94993622	0.586315573	19.99112736	18.25483976	18.81242558	18.85200956	19.43868984	19.29647908	18.87727683	18.84806212	19.16468846	0.58556005	18.21833294	19.83988038	18.82686954	21.53319996	18.40616737	17.46177681	15.69923693	18.86481335	19.07666916	18.77069615	18.92925922	19.62915626	17.80924863	19.08825997	20.89323671	18.37133916	18.14534354	18.25006156	19.00818119	18.62136834	18.37710592	21.21919452	0.590748313	20.12292023	19.79859985	20.78891673	19.54194311	20.30222724
Q9BQ89	0.590880594	13.72831769	0.588681545	0.588726151	0.594472271	0.583911576	13.69464982	14.68509481	0.591877036	0.587433103	0.586384572	0.593683953	0.582195377	0.586977789	0.578194584	0.578112474	0.583811215	0.576444723	0.594141275	0.580782288	0.577939488	17.23457393	15.89436808	0.580021079	15.72383684	15.46592966	0.580222866	15.77183903	0.581920033	0.584419258	15.76865038	15.92126411	0.5870598	0.580231322	14.31960777	0.584075362	0.583947552	0.587890344	0.578738639	0.57568392	0.588958168	17.89251595	16.21693631	0.588908474	0.581939407	0.587948619	0.585662912	0.58281602	0.586005308	0.58445358	0.590802736	14.76064524	0.590625046	0.592768998	0.580991477	0.594214294	0.587153495	0.582538992	0.579142215	0.584252983	0.583563484	0.583749387
Q9BQC3	18.45977804	17.45468924	19.04448884	13.40385227	19.45004655	14.207452	17.38924782	17.85261599	0.584708776	22.22116817	18.63658845	1.495404924	17.09729355	14.79346519	1.888138719	13.15594956	16.89177601	18.98090057	13.76972265	12.64365684	17.9310878	13.39184012	18.69826263	0.58996466	16.17252975	20.12994941	18.32776437	16.33296667	18.95459765	16.29607545	21.89703778	17.87790343	16.29839838	19.42673158	20.05633871	16.4910944	18.90254422	20.53409149	18.36071436	14.88747611	1.370420889	15.47483133	17.22755499	18.52127166	1.505151413	19.27081786	12.41520289	18.4194864	0.588339089	18.52139065	18.48347028	18.42984561	19.4197919	18.35925706	16.09958715	18.63182827	14.73624481	1.734362422	1.356127789	2.182458385	1.763906103	14.22168048
Q9BQE4	24.04732722	18.4354392	19.79666289	19.14346605	0.576815612	19.52480137	17.92198708	18.81686676	21.39360596	21.50070453	19.84867317	23.50547661	19.85177544	19.08847366	21.63131496	20.11274985	19.16118771	20.76475934	16.72519867	19.65158912	23.70325642	19.21502532	19.1082901	23.19775827	19.03460538	22.44575018	19.08391361	18.89758016	17.68827934	18.27968921	18.43181893	19.68806842	19.75583715	21.35024833	19.88308233	20.69520949	18.45936007	21.82253339	19.25021282	20.39425556	20.30582268	18.8446484	19.40097752	18.81513142	0.582795351	21.60516253	20.46193489	21.82600463	22.38935878	19.00858745	18.19182221	18.14286242	18.2639338	18.5510999	0.578763755	19.86409166	22.69312906	19.59853508	18.80887514	0.589640588	20.96728704	19.09593604
Q9BQI0	0.579081256	16.03087084	24.45225136	0.582122367	0.577390902	0.58305022	19.70414344	18.26073236	0.59432141	0.589226254	20.6247891	19.19376326	19.08664729	16.59660153	18.14447154	18.3351488	24.12097512	0.580403463	23.18679962	0.588460523	0.58128448	0.581962453	19.73899532	0.584433286	0.581208682	17.28914886	22.34489023	19.65052556	15.93760281	19.38097187	0.589260485	19.00096072	18.46760891	20.83054896	0.589988473	0.577864893	0.58492729	0.592994421	0.584015656	19.25771557	17.12558626	0.577956806	17.30811249	0.594498993	19.76182754	0.586849006	0.594176899	0.591974644	0.587825253	19.42680182	22.08885292	20.52009565	17.9304006	0.581411949	0.58913192	0.590030403	0.587031352	18.29439653	0.585493305	2.071345906	21.15512349	17.62529771
Q9BQK8	0.587065776	21.62265679	17.56370694	15.5154549	17.97945503	16.08293418	19.80185644	16.65136379	0.593918276	18.79373596	17.03896687	16.29876865	0.588691696	14.11482703	0.590928601	16.79597562	16.46004462	16.5950833	18.10968195	17.45211302	14.28795314	16.94668001	16.27976571	0.577392452	17.39377863	0.59028976	16.59086866	20.39584736	15.39098235	18.0797691	17.03015892	17.14760616	16.61875896	17.61562481	16.94232353	0.580567129	22.13602077	0.582458531	16.99497832	18.26168721	15.80885688	19.74625331	16.63290647	16.69340953	17.50792236	17.57013933	0.589755525	0.589268059	0.588593488	18.15312986	13.94122012	20.87676732	14.67624733	17.20168886	0.588429441	18.98702707	0.59056461	0.588237892	16.26742337	18.0238227	0.576064404	16.00245726
Q9BQL6	20.22343892	20.14986338	20.17158257	20.32235056	21.66013684	20.02978884	20.8927618	20.76198525	20.77573163	20.92541798	20.74341605	20.79829331	21.26682985	21.10836541	21.30854318	19.94352705	18.80891362	19.95284414	21.16490969	19.63264027	21.90974232	19.61552884	21.01015193	21.23320465	20.46794281	21.01479385	20.83100699	20.06817128	20.40110177	19.05820119	20.78760021	20.87205747	19.88447519	20.00722527	21.76692849	20.23535049	20.9055475	20.67927584	20.74794699	19.59970177	20.44425184	20.95182335	20.09491997	19.96624386	21.34042388	20.2806997	20.07744701	20.01590706	20.75181933	20.22108776	20.1221463	20.77648906	22.62337651	19.3128212	20.34590466	20.25448385	18.83347481	21.55659703	20.14128378	16.41019422	19.01872688	20.02823237
Q9BQP7	20.03283759	18.61172276	18.38126318	19.50799178	20.21877842	20.58970646	18.05054618	19.12844657	20.67389833	18.88374323	17.04082381	21.09476955	21.35494128	15.765684	23.27365576	17.78141655	19.06069742	17.37813951	17.9274814	17.9979963	16.4713691	20.56818368	19.02931689	20.33218027	18.21418496	18.7163888	18.1540002	18.46536687	17.91385853	17.64297967	18.38874008	19.14574266	16.93632252	17.83854255	20.82728668	18.23736987	17.99269368	19.37649717	21.5303524	23.49211785	15.98879258	19.67606188	17.64379059	19.52650879	21.37030308	20.04920411	22.86044709	18.0924202	21.53175339	19.93190288	19.11429217	20.04140148	17.9700044	19.48315164	20.7036096	21.1303528	21.31310294	18.96463356	20.00481229	21.50486044	20.36821895	17.88972564
Q9BR39	18.41981054	0.587654153	17.22055664	14.57878924	17.37559723	0.589787702	15.06701479	0.575865441	0.591460159	19.29464038	18.72955042	17.13868116	0.594003883	18.44408523	18.93201186	16.67272012	17.56339623	18.11352122	16.57774171	17.28185619	18.67601839	13.36275665	18.07445411	0.578850286	15.75897179	16.1821908	0.578295715	17.37608829	0.589135279	0.589322013	1	15.75706654	17.32688697	0.577341014	18.77561631	16.43997656	13.64440269	18.62550719	18.58610734	0.580888839	18.33932307	0.594472171	0.582760074	0.587798978	0.583640937	0.584564192	0.584956304	0.58418153	0.585637146	0.591809376	0.582043399	0.584412042	1	1.187597111	0.576115632	0.593347654	20.72936112	0.581596175	0.592951326	0.57877669	0.57821051	18.03677327
Q9BRK3	0.583626713	0.592289918	19.18903713	0.584394194	0.580254358	17.23968971	0.591268505	17.29279371	0.583549005	0.575722835	0.5924111	19.00542958	0.586234239	20.28623737	0.580177934	0.586833657	0.576720713	0.591744116	0.592715844	0.582367967	0.593263584	17.12293776	0.581667767	0.576708004	0.580083741	0.580290164	0.59449988	0.576096563	19.16041173	0.593721456	0.591679963	0.586483255	0.593640953	0.591407981	0.593339922	0.580245513	0.587944889	0.57962947	0.578953727	0.577448394	0.589628638	0.585634012	19.01734995	0.589761505	0.586895341	0.581865567	0.584616783	0.575695656	0.590029997	0.590310455	0.576637294	0.576654218	0.585564753	0.585553476	0.577382865	0.588434627	0.578918493	0.575811755	0.580373391	0.577573852	0.592669537	18.75861006
Q9BRQ0	18.53094469	0.581247224	19.66527736	17.87832918	19.11004309	18.19206325	17.99808043	17.87807786	0.594518115	19.30711185	19.02317972	19.89233881	20.89974072	20.07887641	0.589343723	17.94976715	18.87082101	18.72227431	16.82459667	20.62232635	0.576224917	18.82892382	18.4295098	16.69806917	20.23261532	18.99056373	19.53046742	16.15230032	19.41010828	18.18623169	16.61563806	17.92432458	18.71876593	18.4532842	19.82739495	18.24656578	18.23223309	17.2351867	20.00070943	18.79907565	19.80070936	20.70896114	17.3610592	18.73147182	17.96959433	21.3068345	0.585520749	19.90652998	16.77270903	17.26389985	17.96164566	18.63909656	16.70208558	16.99000266	19.23787923	18.71751808	17.99035451	19.19897642	17.66230568	0.585831845	0.584332902	17.42267679
Q9BS18	0.579315177	17.79329908	16.2296582	18.2575484	0.586434862	17.2099987	19.84341985	18.71859935	0.594421815	0.579923122	0.584606517	16.52496095	17.86458338	16.46766264	16.42683278	18.7583375	18.57105706	0.582968097	0.58813516	0.578188856	18.84125682	16.81734273	18.15868642	0.589677484	0.590957264	18.09070558	17.26254738	18.07422788	17.7079837	19.21689932	18.82071908	15.89271771	17.87654224	0.586880076	18.31532055	0.589105544	0.582593878	0.589465069	0.582246925	16.25469908	0.585795689	16.21512814	17.96939653	16.83196524	18.20815962	16.19190171	16.96473208	0.581429429	0.580372178	16.98279726	18.13379805	17.52082834	0.585689722	16.70697147	0.587194726	0.581166642	0.577380481	0.578746769	17.44877295	0.576637792	0.594274608	17.64149681
Q9BSC4	21.76643994	17.86691346	19.02939154	18.6561216	19.85559984	17.97721493	20.11752706	18.49214756	21.93365644	0.576265684	15.56802939	0.587989296	14.97281821	17.53169283	17.35129972	19.53792563	17.41274091	17.93050004	20.66645775	18.90178722	20.12880241	18.1739537	18.59748497	0.586394842	18.04454354	18.80831466	18.14942695	18.77694671	17.61543533	17.20360132	13.91902333	17.77802508	18.99230064	19.9783554	17.70329456	17.29881339	19.9843863	22.02354947	18.45149487	19.91130969	18.14220041	18.57881123	17.38986106	18.34663803	18.39465606	19.26737965	18.89199354	18.58752208	0.590473341	19.74051854	20.40842408	18.49616148	17.81174656	19.24660173	19.73800822	0.592684895	16.49402129	17.66644724	17.46829838	0.586659676	16.29418419	16.88224413
Q9BSF0	0.577129784	18.07722826	0.585537457	0.57597591	0.578766349	21.34042958	0.576094181	0.591120078	0.578616994	19.72547985	17.6275547	0.582147111	23.29385343	18.55531044	0.588291626	0.587627656	15.55789743	21.41292939	20.33098634	0.577669146	17.51582807	0.577831611	0.583429328	20.49761457	17.94706703	0.576264946	18.6158742	19.37201999	17.46358923	17.25355985	0.590332092	0.591690862	18.22955024	18.39144421	0.577080096	21.77461858	0.582561232	17.94231001	0.586586792	0.584639395	17.79734598	0.584795112	19.04308571	0.591843831	0.592639472	0.591628193	0.577522007	0.585089496	0.586113143	0.581603221	0.577032299	0.589181128	17.94641765	19.66359469	0.575694498	0.592023487	0.58038969	0.575565484	0.584576961	0.591914433	17.94728066	17.59296361
Q9BSJ8	21.61317368	20.94381631	23.1749982	19.95870395	22.45235374	23.85369657	22.08585883	19.25597827	22.9262807	20.97569773	22.65240901	20.20989194	20.97220452	22.77901985	21.75162445	19.14627438	20.72879109	23.80395047	23.8826867	19.72473033	19.31226505	24.55866308	22.69126707	19.83106684	21.73510406	23.21816204	21.29632616	21.68951636	20.69723315	22.90401751	22.45827819	22.07670161	24.17891608	20.98430502	23.40410924	21.04594842	20.08733448	19.79269995	23.10796443	19.67197507	24.39061999	22.45768572	23.75222811	23.54769109	22.67298702	21.52549452	22.1100646	21.22114132	22.63049466	23.84910955	24.38344228	23.0465402	23.86125856	23.79407789	22.93649992	23.9701396	20.74692993	24.70228394	24.43065998	25.61699166	26.36060012	25.82985861
Q9BSK2	0.582044571	14.8982697	0.578989382	16.85628484	0.586071808	0.593802853	12.4371689	1	0.578989101	0.592676336	0.585251357	0.581478611	0.587512971	17.44049004	0.583261518	0.585008991	0.580087692	0.5827372	0.581417385	0.594045551	0.579219966	0.581663793	12.42353259	0.593109754	16.52589449	18.40899101	16.28092252	0.590954712	14.39181836	15.56549784	0.586006454	0.581452275	0.582288722	0.580350069	0.593128188	0.57670596	18.99860627	0.589135697	0.578778283	0.575382251	16.97770537	18.16499022	15.4379509	12.30557612	0.592135698	0.582600616	0.582562443	0.593811459	0.588129329	0.591276021	12.77505994	16.30183721	15.84024316	14.93042424	0.578569814	0.583963905	0.593829932	0.585493282	0.577156153	0.590528657	0.588269508	0.581781645
Q9BSN7	0.582829351	14.62975493	16.20001165	15.25690691	15.36074208	16.64123384	0.583070999	15.74492794	0.589190696	0.582198257	0.584995494	0.581455676	16.46064674	0.585971848	0.593361328	11.69578838	15.31195919	0.580446158	0.586398353	0.587309601	0.580158239	13.86308277	0.592133233	0.580124588	0.587930205	0.58376265	15.58836214	13.56523424	14.4036626	15.27832694	0.581043082	16.70941695	14.60060486	0.587209864	16.48217488	0.580251703	0.588532427	0.582171243	17.99565667	17.62262351	0.581483693	16.28539418	16.41279426	16.62896043	0.593433434	17.41163188	0.581874519	16.97652261	0.582660854	18.45043539	16.41445247	16.61979	13.72872384	15.6198679	0.585496122	16.78783084	0.58595069	15.88177203	0.592617453	0.589855495	0.591570583	0.581222975
Q9BSV6	14.37828308	20.41350049	17.71818898	18.8165092	17.73475489	19.57189241	17.16180448	17.95181348	0.590641291	1.881355975	17.69976009	19.85299519	19.36614783	18.05545158	18.65413383	20.38936548	20.41102369	14.93411601	0.588053985	17.13641199	0.584012574	19.61321089	19.00821967	0.591662882	19.32553851	18.10634233	19.43806553	17.1225266	19.58008107	18.62686023	19.4369034	19.19225278	16.49839115	22.90768682	18.80868693	16.58541257	17.10810294	15.86261097	17.04329351	17.27918746	16.33863316	18.94046595	17.50121957	18.20751932	18.53823109	18.35323259	13.95831251	19.34353532	0.579446394	16.99291933	18.79314863	18.6713657	16.68543706	18.25580299	0.583313788	0.590621541	0.587660167	16.98774758	16.74834602	0.583126571	18.65504282	19.19929507
Q9BT67	0.578331781	15.25519588	14.99272272	13.90484195	0.592401333	16.97996102	0.578610214	15.31385912	0.580889074	0.584269259	16.21338134	0.576339786	0.590379603	15.18499562	17.78622166	15.31667886	0.577818078	0.585931657	0.581736315	0.577829603	0.584822744	14.14962046	0.578576135	0.591509741	0.592136804	14.8456295	14.6713549	0.58749541	15.91369577	18.12141384	15.96237084	17.44545329	1.298284822	0.579137978	16.11205908	0.581827909	16.24071594	0.583728952	0.580822602	0.577724306	0.584147349	14.51272949	0.576511014	17.10577218	13.82328083	0.593405512	16.43349681	0.58693255	0.592716577	15.76840303	16.27544551	16.65520565	0.587990517	14.12207487	0.594127047	0.583952854	0.582972218	0.583894898	0.581048058	0.584869979	0.587922727	16.67352141
Q9BT73	17.83703597	19.67622182	18.90045834	18.41632516	16.38546603	18.17902979	16.48893626	17.01121309	0.590656355	0.583010405	18.11553728	18.97300493	18.82902984	16.93488656	0.575835481	17.05499242	17.14517357	0.583182603	15.72700981	17.78258906	20.05179077	17.66636597	18.20479529	0.590267713	17.72699329	18.25566629	18.8651244	17.19055565	17.97941865	17.27261455	17.56432931	0.584945685	16.08768021	0.577615109	0.58049043	0.587273745	17.92423894	0.584886708	17.52914944	0.577770327	17.5612158	18.32611125	17.74535756	17.79947906	18.24537702	16.47016844	0.577750542	0.58306382	0.592923793	20.83641631	17.38352369	17.68469598	18.6669013	17.61691796	0.577757241	0.580584585	17.16045266	0.585913589	19.17044483	0.583091571	17.37810166	17.02129178
